Reporting Period,County,Age,Number of Eligible Individuals
2015-03,Plumas,9,91
2015-03,Plumas,10,102
2015-03,Plumas,11,91
2015-03,Plumas,12,91
2015-03,Plumas,13,80
2015-03,Plumas,14,92
2015-03,Plumas,15,88
2015-03,Plumas,16,86
2015-03,Plumas,17,83
2015-03,Plumas,18,73
2015-03,Plumas,19,83
2015-03,Plumas,20,91
2015-03,Riverside,0,21312
2015-03,Riverside,1,20349
2015-03,Riverside,2,19658
2015-03,Riverside,3,19789
2015-03,Riverside,4,19807
2015-03,Riverside,5,19730
2015-03,Riverside,6,20590
2015-03,Riverside,7,21364
2015-03,Riverside,8,21275
2015-03,Riverside,9,19934
2015-03,Riverside,10,19408
2015-03,Riverside,11,19102
2015-03,Riverside,12,18852
2015-03,Riverside,13,18497
2015-03,Riverside,14,18922
2015-03,Riverside,15,18200
2015-03,Riverside,16,17946
2015-03,Riverside,17,17853
2015-03,Riverside,18,17171
2015-03,Riverside,19,15448
2015-03,Riverside,20,13290
2015-03,Sacramento,0,12646
2015-03,Sacramento,1,12755
2015-03,Sacramento,2,12138
2015-03,Sacramento,3,12181
2015-03,Sacramento,4,12047
2015-03,Sacramento,5,12075
2015-03,Sacramento,6,12084
2015-03,Sacramento,7,12525
2015-03,Sacramento,8,12125
2015-03,Sacramento,9,11507
2015-03,Sacramento,10,10952
2015-03,Sacramento,11,10630
2015-03,Sacramento,12,10445
2015-03,Sacramento,13,10186
2015-03,Sacramento,14,10082
2015-03,Sacramento,15,9889
2015-03,Sacramento,16,9742
2015-03,Sacramento,17,9640
2015-03,Sacramento,18,9794
2015-03,Sacramento,19,8537
2015-03,Sacramento,20,8433
2015-03,San Benito,0,454
2015-03,San Benito,1,445
2015-03,San Benito,2,458
2015-03,San Benito,3,445
2015-03,San Benito,4,451
2015-03,San Benito,5,426
2015-03,San Benito,6,458
2015-03,San Benito,7,511
2015-03,San Benito,8,514
2015-03,San Benito,9,495
2015-03,San Benito,10,418
2015-03,San Benito,11,447
2015-03,San Benito,12,414
2015-03,San Benito,13,436
2015-03,San Benito,14,408
2015-03,San Benito,15,411
2015-03,San Benito,16,384
2015-03,San Benito,17,393
2015-03,San Benito,18,363
2015-03,San Benito,19,312
2015-03,San Benito,20,298
2015-03,San Bernardino,0,22315
2015-03,San Bernardino,1,20408
2015-03,San Bernardino,2,20175
2015-03,San Bernardino,3,19770
2015-03,San Bernardino,4,20384
2015-03,San Bernardino,5,20584
2015-03,San Bernardino,6,21298
2015-03,San Bernardino,7,21919
2015-03,San Bernardino,8,21141
2015-03,San Bernardino,9,20373
2015-03,San Bernardino,10,19616
2015-03,San Bernardino,11,19059
2015-03,San Bernardino,12,19013
2015-03,San Bernardino,13,18457
2015-03,San Bernardino,14,18562
2015-03,San Bernardino,15,18363
2015-03,San Bernardino,16,18257
2015-03,San Bernardino,17,18033
2015-03,San Bernardino,18,17867
2015-03,San Bernardino,19,16118
2015-03,San Bernardino,20,14192
2015-03,San Diego,0,21575
2015-03,San Diego,1,19677
2015-03,San Diego,2,19492
2015-03,San Diego,3,19001
2015-03,San Diego,4,19449
2015-03,San Diego,5,19232
2015-03,San Diego,6,19727
2015-03,San Diego,7,20246
2015-03,San Diego,8,19932
2015-03,San Diego,9,18898
2015-03,San Diego,10,18356
2015-03,San Diego,11,17534
2015-03,San Diego,12,17497
2015-03,San Diego,13,16994
2015-03,San Diego,14,17397
2015-03,San Diego,15,17085
2015-03,San Diego,16,17027
2015-03,San Diego,17,16714
2015-03,San Diego,18,16516
2015-03,San Diego,19,13055
2015-03,San Diego,20,12157
2015-03,San Francisco,0,3353
2015-03,San Francisco,1,3032
2015-03,San Francisco,2,3109
2015-03,San Francisco,3,2906
2015-03,San Francisco,4,2776
2015-03,San Francisco,5,2869
2015-03,San Francisco,6,3048
2015-03,San Francisco,7,3026
2015-03,San Francisco,8,2833
2015-03,San Francisco,9,2766
2015-03,San Francisco,10,2765
2015-03,San Francisco,11,2644
2015-03,San Francisco,12,2592
2015-03,San Francisco,13,2577
2015-03,San Francisco,14,2683
2015-03,San Francisco,15,2676
2015-03,San Francisco,16,2705
2015-03,San Francisco,17,2799
2015-03,San Francisco,18,3025
2015-03,San Francisco,19,2384
2015-03,San Francisco,20,2453
2015-03,San Joaquin,0,7445
2015-03,San Joaquin,1,6810
2015-03,San Joaquin,2,7027
2015-03,San Joaquin,3,6823
2015-03,San Joaquin,4,7092
2015-03,San Joaquin,5,7247
2015-03,San Joaquin,6,7180
2015-03,San Joaquin,7,7384
2015-03,San Joaquin,8,7424
2015-03,San Joaquin,9,7010
2015-03,San Joaquin,10,6624
2015-03,San Joaquin,11,6491
2015-03,San Joaquin,12,6241
2015-03,San Joaquin,13,6106
2015-03,San Joaquin,14,6200
2015-03,San Joaquin,15,5846
2015-03,San Joaquin,16,5678
2015-03,San Joaquin,17,5755
2015-03,San Joaquin,18,5467
2015-03,San Joaquin,19,4817
2015-03,San Joaquin,20,4512
2015-03,San Luis Obispo,0,1369
2015-03,San Luis Obispo,1,1343
2015-03,San Luis Obispo,2,1375
2015-03,San Luis Obispo,3,1308
2015-03,San Luis Obispo,4,1387
2015-03,San Luis Obispo,5,1401
2015-03,San Luis Obispo,6,1342
2015-03,San Luis Obispo,7,1493
2015-03,San Luis Obispo,8,1432
2015-03,San Luis Obispo,9,1341
2015-03,San Luis Obispo,10,1393
2015-03,San Luis Obispo,11,1254
2015-03,San Luis Obispo,12,1193
2015-03,San Luis Obispo,13,1174
2015-03,San Luis Obispo,14,1183
2015-03,San Luis Obispo,15,1105
2015-03,San Luis Obispo,16,1179
2015-03,San Luis Obispo,17,1124
2015-03,San Luis Obispo,18,1098
2015-03,San Luis Obispo,19,916
2015-03,San Luis Obispo,20,854
2015-03,San Mateo,0,3213
2015-03,San Mateo,1,3058
2015-03,San Mateo,2,2948
2015-03,San Mateo,3,3069
2015-03,San Mateo,4,2939
2015-03,San Mateo,5,3012
2015-03,San Mateo,6,3101
2015-03,San Mateo,7,3174
2015-03,San Mateo,8,3078
2015-03,San Mateo,9,2929
2015-03,San Mateo,10,2722
2015-03,San Mateo,11,2822
2015-03,San Mateo,12,2717
2015-03,San Mateo,13,2629
2015-03,San Mateo,14,2734
2015-03,San Mateo,15,2606
2015-03,San Mateo,16,2580
2015-03,San Mateo,17,2595
2015-03,San Mateo,18,2647
2015-03,San Mateo,19,2085
2015-03,San Mateo,20,1982
2015-03,Santa Barbara,0,4344
2015-03,Santa Barbara,1,3867
2015-03,Santa Barbara,2,3581
2015-03,Santa Barbara,3,3667
2015-03,Santa Barbara,4,3701
2015-03,Santa Barbara,5,3712
2015-03,Santa Barbara,6,3815
2015-03,Santa Barbara,7,3917
2015-03,Santa Barbara,8,3726
2015-03,Santa Barbara,9,3561
2015-03,Santa Barbara,10,3365
2015-03,Santa Barbara,11,3133
2015-03,Santa Barbara,12,2896
2015-03,Santa Barbara,13,2929
2015-03,Santa Barbara,14,2845
2015-03,Santa Barbara,15,2724
2015-03,Santa Barbara,16,2798
2015-03,Santa Barbara,17,2654
2015-03,Santa Barbara,18,2494
2015-03,Santa Barbara,19,2035
2015-03,Santa Barbara,20,1903
2015-03,Santa Clara,0,9018
2015-03,Santa Clara,1,8250
2015-03,Santa Clara,2,8430
2015-03,Santa Clara,3,8159
2015-03,Santa Clara,4,8312
2015-03,Santa Clara,5,8505
2015-03,Santa Clara,6,8976
2015-03,Santa Clara,7,9278
2015-03,Santa Clara,8,9064
2015-03,Santa Clara,9,8598
2015-03,Santa Clara,10,8149
2015-03,Santa Clara,11,8293
2015-03,Santa Clara,12,8193
2015-03,Santa Clara,13,8146
2015-03,Santa Clara,14,8162
2015-03,Santa Clara,15,7598
2015-03,Santa Clara,16,7556
2015-03,Santa Clara,17,7581
2015-03,Santa Clara,18,7457
2015-03,Santa Clara,19,6100
2015-03,Santa Clara,20,5877
2015-03,Santa Cruz,0,1997
2015-03,Santa Cruz,1,1678
2015-03,Santa Cruz,2,1753
2015-03,Santa Cruz,3,1716
2015-03,Santa Cruz,4,1680
2015-03,Santa Cruz,5,1746
2015-03,Santa Cruz,6,1835
2015-03,Santa Cruz,7,1916
2015-03,Santa Cruz,8,1898
2015-03,Santa Cruz,9,1649
2015-03,Santa Cruz,10,1641
2015-03,Santa Cruz,11,1659
2015-03,Santa Cruz,12,1511
2015-03,Santa Cruz,13,1540
2015-03,Santa Cruz,14,1379
2015-03,Santa Cruz,15,1435
2015-03,Santa Cruz,16,1359
2015-03,Santa Cruz,17,1437
2015-03,Santa Cruz,18,1346
2015-03,Santa Cruz,19,1046
2015-03,Santa Cruz,20,1068
2015-03,Shasta,0,1607
2015-03,Shasta,1,1535
2015-03,Shasta,2,1386
2015-03,Shasta,3,1303
2015-03,Shasta,4,1396
2015-03,Shasta,5,1306
2015-03,Shasta,6,1374
2015-03,Shasta,7,1439
2015-03,Shasta,8,1304
2015-03,Shasta,9,1243
2015-03,Shasta,10,1159
2015-03,Shasta,11,1145
2015-03,Shasta,12,1169
2015-03,Shasta,13,1145
2015-03,Shasta,14,1100
2015-03,Shasta,15,1111
2015-03,Shasta,16,1167
2015-03,Shasta,17,1063
2015-03,Shasta,18,1181
2015-03,Shasta,19,1022
2015-03,Shasta,20,900
2015-03,Sierra,0,14
2015-03,Sierra,1,12
2015-03,Sierra,2,15
2015-03,Sierra,3,12
2015-03,Sierra,4,17
2015-03,Sierra,5,11
2015-03,Sierra,6,13
2015-03,Sierra,7,12
2015-03,Sierra,8,
2015-03,Sierra,9,12
2015-03,Sierra,10,
2015-03,Sierra,11,13
2015-03,Sierra,12,17
2015-03,Sierra,13,11
2015-03,Sierra,14,
2015-03,Sierra,15,
2015-03,Sierra,16,
2015-03,Sierra,17,13
2015-03,Sierra,18,18
2015-03,Sierra,19,14
2015-03,Sierra,20,
2015-03,Siskiyou,0,341
2015-03,Siskiyou,1,362
2015-03,Siskiyou,2,370
2015-03,Siskiyou,3,360
2015-03,Siskiyou,4,316
2015-03,Siskiyou,5,363
2015-03,Siskiyou,6,350
2015-03,Siskiyou,7,336
2015-03,Siskiyou,8,340
2015-03,Siskiyou,9,332
2015-03,Siskiyou,10,324
2015-03,Siskiyou,11,282
2015-03,Siskiyou,12,294
2015-03,Siskiyou,13,268
2015-03,Siskiyou,14,266
2015-03,Siskiyou,15,297
2015-03,Siskiyou,16,279
2015-03,Siskiyou,17,254
2015-03,Siskiyou,18,284
2015-03,Siskiyou,19,230
2015-03,Siskiyou,20,227
2015-03,Solano,0,2720
2015-03,Solano,1,2693
2015-03,Solano,2,2530
2015-03,Solano,3,2676
2015-03,Solano,4,2567
2015-03,Solano,5,2709
2015-03,Solano,6,2713
2015-03,Solano,7,2788
2015-03,Solano,8,2696
2015-03,Solano,9,2471
2015-03,Solano,10,2437
2015-03,Solano,11,2417
2015-03,Solano,12,2272
2015-03,Solano,13,2260
2015-03,Solano,14,2267
2015-03,Solano,15,2169
2015-03,Solano,16,2180
2015-03,Solano,17,2184
2015-03,Solano,18,2074
2015-03,Solano,19,1757
2015-03,Solano,20,1730
2015-03,Sonoma,0,2943
2015-03,Sonoma,1,2759
2015-03,Sonoma,2,2678
2015-03,Sonoma,3,2747
2015-03,Sonoma,4,2879
2015-03,Sonoma,5,2949
2015-03,Sonoma,6,3067
2015-03,Sonoma,7,2991
2015-03,Sonoma,8,3005
2015-03,Sonoma,9,2807
2015-03,Sonoma,10,2831
2015-03,Sonoma,11,2696
2015-03,Sonoma,12,2639
2015-03,Sonoma,13,2520
2015-03,Sonoma,14,2437
2015-03,Sonoma,15,2385
2015-03,Sonoma,16,2357
2015-03,Sonoma,17,2267
2015-03,Sonoma,18,2248
2015-03,Sonoma,19,1773
2015-03,Sonoma,20,1626
2015-03,Stanislaus,0,5843
2015-03,Stanislaus,1,5329
2015-03,Stanislaus,2,5140
2015-03,Stanislaus,3,5262
2015-03,Stanislaus,4,5266
2015-03,Stanislaus,5,5298
2015-03,Stanislaus,6,5525
2015-03,Stanislaus,7,5613
2015-03,Stanislaus,8,5507
2015-03,Stanislaus,9,5209
2015-03,Stanislaus,10,4918
2015-03,Stanislaus,11,4858
2015-03,Stanislaus,12,4929
2015-03,Stanislaus,13,4774
2015-03,Stanislaus,14,4702
2015-03,Stanislaus,15,4536
2015-03,Stanislaus,16,4524
2015-03,Stanislaus,17,4442
2015-03,Stanislaus,18,4412
2015-03,Stanislaus,19,4137
2015-03,Stanislaus,20,3694
2015-03,Sutter,0,958
2015-03,Sutter,1,917
2015-03,Sutter,2,925
2015-03,Sutter,3,947
2015-03,Sutter,4,958
2015-03,Sutter,5,971
2015-03,Sutter,6,953
2015-03,Sutter,7,956
2015-03,Sutter,8,988
2015-03,Sutter,9,919
2015-03,Sutter,10,898
2015-03,Sutter,11,877
2015-03,Sutter,12,885
2015-03,Sutter,13,818
2015-03,Sutter,14,810
2015-03,Sutter,15,763
2015-03,Sutter,16,777
2015-03,Sutter,17,762
2015-03,Sutter,18,722
2015-03,Sutter,19,679
2015-03,Sutter,20,601
2015-03,Tehama,0,726
2015-03,Tehama,1,627
2015-03,Tehama,2,656
2015-03,Tehama,3,657
2015-03,Tehama,4,620
2015-03,Tehama,5,652
2015-03,Tehama,6,681
2015-03,Tehama,7,659
2015-03,Tehama,8,660
2015-03,Tehama,9,636
2015-03,Tehama,10,580
2015-03,Tehama,11,578
2015-03,Tehama,12,544
2015-03,Tehama,13,503
2015-03,Tehama,14,544
2015-03,Tehama,15,481
2015-03,Tehama,16,527
2015-03,Tehama,17,457
2015-03,Tehama,18,467
2015-03,Tehama,19,404
2015-03,Tehama,20,418
2015-03,Trinity,0,88
2015-03,Trinity,1,98
2015-03,Trinity,2,105
2015-03,Trinity,3,70
2015-03,Trinity,4,83
2015-03,Trinity,5,82
2015-03,Trinity,6,80
2015-03,Trinity,7,84
2015-03,Trinity,8,95
2015-03,Trinity,9,85
2015-03,Trinity,10,80
2015-03,Trinity,11,100
2015-03,Trinity,12,74
2015-03,Trinity,13,94
2015-03,Trinity,14,59
2015-03,Trinity,15,73
2015-03,Trinity,16,87
2015-03,Trinity,17,77
2015-03,Trinity,18,85
2015-03,Trinity,19,85
2015-03,Trinity,20,59
2015-03,Tulare,0,6690
2015-03,Tulare,1,6119
2015-03,Tulare,2,6413
2015-03,Tulare,3,6429
2015-03,Tulare,4,6414
2015-03,Tulare,5,6576
2015-03,Tulare,6,6617
2015-03,Tulare,7,6751
2015-03,Tulare,8,6599
2015-03,Tulare,9,6273
2015-03,Tulare,10,6149
2015-03,Tulare,11,5928
2015-03,Tulare,12,5881
2015-03,Tulare,13,5575
2015-03,Tulare,14,5590
2015-03,Tulare,15,5361
2015-03,Tulare,16,5237
2015-03,Tulare,17,5196
2015-03,Tulare,18,4998
2015-03,Tulare,19,3948
2015-03,Tulare,20,3888
2015-03,Tuolumne,0,304
2015-03,Tuolumne,1,294
2015-03,Tuolumne,2,288
2015-03,Tuolumne,3,282
2015-03,Tuolumne,4,271
2015-03,Tuolumne,5,251
2015-03,Tuolumne,6,252
2015-03,Tuolumne,7,268
2015-03,Tuolumne,8,277
2015-03,Tuolumne,9,260
2015-03,Tuolumne,10,261
2015-03,Tuolumne,11,242
2015-03,Tuolumne,12,218
2015-03,Tuolumne,13,256
2015-03,Tuolumne,14,263
2015-03,Tuolumne,15,248
2015-03,Tuolumne,16,255
2015-03,Tuolumne,17,248
2015-03,Tuolumne,18,243
2015-03,Tuolumne,19,235
2015-03,Tuolumne,20,176
2015-03,Ventura,0,6025
2015-03,Ventura,1,5381
2015-03,Ventura,2,5292
2015-03,Ventura,3,5313
2015-03,Ventura,4,5569
2015-03,Ventura,5,5645
2015-03,Ventura,6,5799
2015-03,Ventura,7,5879
2015-03,Ventura,8,5854
2015-03,Ventura,9,5504
2015-03,Ventura,10,5279
2015-03,Ventura,11,5023
2015-03,Ventura,12,4893
2015-03,Ventura,13,4876
2015-03,Ventura,14,4726
2015-03,Ventura,15,4634
2015-03,Ventura,16,4664
2015-03,Ventura,17,4470
2015-03,Ventura,18,4361
2015-03,Ventura,19,3384
2015-03,Ventura,20,3263
2015-03,Yolo,0,1350
2015-03,Yolo,1,1331
2015-03,Yolo,2,1255
2015-03,Yolo,3,1178
2015-03,Yolo,4,1213
2015-03,Yolo,5,1283
2015-03,Yolo,6,1310
2015-03,Yolo,7,1253
2015-03,Yolo,8,1376
2015-03,Yolo,9,1212
2015-03,Yolo,10,1166
2015-03,Yolo,11,1182
2015-03,Yolo,12,1111
2015-03,Yolo,13,1091
2015-03,Yolo,14,1142
2015-03,Yolo,15,1036
2015-03,Yolo,16,1084
2015-03,Yolo,17,979
2015-03,Yolo,18,1042
2015-03,Yolo,19,880
2015-03,Yolo,20,930
2015-03,Yuba,0,835
2015-03,Yuba,1,713
2015-03,Yuba,2,679
2015-03,Yuba,3,709
2015-03,Yuba,4,732
2015-03,Yuba,5,668
2015-03,Yuba,6,759
2015-03,Yuba,7,775
2015-03,Yuba,8,711
2015-03,Yuba,9,692
2015-03,Yuba,10,659
2015-03,Yuba,11,629
2015-03,Yuba,12,660
2015-03,Yuba,13,623
2015-03,Yuba,14,578
2015-03,Yuba,15,613
2015-03,Yuba,16,601
2015-03,Yuba,17,587
2015-03,Yuba,18,585
2015-03,Yuba,19,511
2015-03,Yuba,20,477
2015-04,Alameda,0,8588
2015-04,Alameda,1,8241
2015-04,Alameda,2,8178
2015-04,Alameda,3,8049
2015-04,Alameda,4,8131
2015-04,Alameda,5,8461
2015-04,Alameda,6,8619
2015-04,Alameda,7,8851
2015-04,Alameda,8,8402
2015-04,Alameda,9,8091
2015-04,Alameda,10,7729
2015-04,Alameda,11,7707
2015-04,Alameda,12,7403
2015-04,Alameda,13,7308
2015-04,Alameda,14,7384
2015-04,Alameda,15,7149
2015-04,Alameda,16,7281
2015-04,Alameda,17,7310
2015-04,Alameda,18,7132
2015-04,Alameda,19,5835
2015-04,Alameda,20,5595
2015-04,Alpine,0,15
2015-04,Alpine,1,
2015-04,Alpine,2,
2015-04,Alpine,3,
2015-04,Alpine,4,
2015-04,Alpine,5,
2015-04,Alpine,6,
2015-04,Alpine,7,
2015-04,Alpine,8,
2015-04,Alpine,9,
2015-04,Alpine,10,
2015-04,Alpine,11,
2015-04,Alpine,12,
2015-04,Alpine,13,
2015-04,Alpine,14,
2015-04,Alpine,15,
2015-04,Alpine,16,
2015-04,Alpine,17,
2015-04,Alpine,18,
2015-04,Alpine,19,
2015-04,Alpine,20,
2015-04,Amador,0,183
2015-04,Amador,1,150
2015-04,Amador,2,156
2015-04,Amador,3,155
2015-04,Amador,4,140
2015-04,Amador,5,147
2015-04,Amador,6,155
2015-04,Amador,7,162
2015-04,Amador,8,155
2015-04,Amador,9,153
2015-04,Amador,10,165
2015-04,Amador,11,139
2015-04,Amador,12,137
2015-04,Amador,13,143
2015-04,Amador,14,138
2015-04,Amador,15,144
2015-04,Amador,16,127
2015-04,Amador,17,143
2015-04,Amador,18,140
2015-04,Amador,19,127
2015-04,Amador,20,89
2015-04,Butte,0,1767
2015-04,Butte,1,1623
2015-04,Butte,2,1544
2015-04,Butte,3,1499
2015-04,Butte,4,1608
2015-04,Butte,5,1557
2015-04,Butte,6,1576
2015-04,Butte,7,1565
2015-04,Butte,8,1616
2015-04,Butte,9,1496
2015-04,Butte,10,1377
2015-04,Butte,11,1420
2015-04,Butte,12,1349
2015-04,Butte,13,1388
2015-04,Butte,14,1320
2015-04,Butte,15,1328
2015-04,Butte,16,1344
2015-04,Butte,17,1330
2015-04,Butte,18,1339
2015-04,Butte,19,1441
2015-04,Butte,20,1320
2015-04,Calaveras,0,236
2015-04,Calaveras,1,229
2015-04,Calaveras,2,208
2015-04,Calaveras,3,210
2015-04,Calaveras,4,204
2015-04,Calaveras,5,228
2015-04,Calaveras,6,228
2015-04,Calaveras,7,238
2015-04,Calaveras,8,221
2015-04,Calaveras,9,228
2015-04,Calaveras,10,210
2015-04,Calaveras,11,208
2015-04,Calaveras,12,207
2015-04,Calaveras,13,188
2015-04,Calaveras,14,202
2015-04,Calaveras,15,245
2015-04,Calaveras,16,217
2015-04,Calaveras,17,199
2015-04,Calaveras,18,200
2015-04,Calaveras,19,172
2015-04,Calaveras,20,161
2015-04,Colusa,0,244
2015-04,Colusa,1,242
2015-04,Colusa,2,237
2015-04,Colusa,3,223
2015-04,Colusa,4,242
2015-04,Colusa,5,259
2015-04,Colusa,6,278
2015-04,Colusa,7,294
2015-04,Colusa,8,283
2015-04,Colusa,9,267
2015-04,Colusa,10,247
2015-04,Colusa,11,242
2015-04,Colusa,12,231
2015-04,Colusa,13,218
2015-04,Colusa,14,214
2015-04,Colusa,15,214
2015-04,Colusa,16,232
2015-04,Colusa,17,227
2015-04,Colusa,18,180
2015-04,Colusa,19,172
2015-04,Colusa,20,146
2015-04,Contra Costa,0,5863
2015-04,Contra Costa,1,5576
2015-04,Contra Costa,2,5571
2015-04,Contra Costa,3,5430
2015-04,Contra Costa,4,5703
2015-04,Contra Costa,5,5743
2015-04,Contra Costa,6,5750
2015-04,Contra Costa,7,6030
2015-04,Contra Costa,8,6001
2015-04,Contra Costa,9,5609
2015-04,Contra Costa,10,5534
2015-04,Contra Costa,11,5432
2015-04,Contra Costa,12,5260
2015-04,Contra Costa,13,5352
2015-04,Contra Costa,14,5288
2015-04,Contra Costa,15,5219
2015-04,Contra Costa,16,5347
2015-04,Contra Costa,17,5305
2015-04,Contra Costa,18,4949
2015-04,Contra Costa,19,4251
2015-04,Contra Costa,20,3773
2015-04,Del Norte,0,285
2015-04,Del Norte,1,247
2015-04,Del Norte,2,230
2015-04,Del Norte,3,239
2015-04,Del Norte,4,243
2015-04,Del Norte,5,243
2015-04,Del Norte,6,221
2015-04,Del Norte,7,225
2015-04,Del Norte,8,264
2015-04,Del Norte,9,239
2015-04,Del Norte,10,181
2015-04,Del Norte,11,209
2015-04,Del Norte,12,183
2015-04,Del Norte,13,185
2015-04,Del Norte,14,200
2015-04,Del Norte,15,183
2015-04,Del Norte,16,201
2015-04,Del Norte,17,193
2015-04,Del Norte,18,201
2015-04,Del Norte,19,159
2015-04,Del Norte,20,166
2015-04,El Dorado,0,858
2015-04,El Dorado,1,713
2015-04,El Dorado,2,715
2015-04,El Dorado,3,739
2015-04,El Dorado,4,735
2015-04,El Dorado,5,780
2015-04,El Dorado,6,791
2015-04,El Dorado,7,795
2015-04,El Dorado,8,818
2015-04,El Dorado,9,786
2015-04,El Dorado,10,726
2015-04,El Dorado,11,733
2015-04,El Dorado,12,727
2015-04,El Dorado,13,686
2015-04,El Dorado,14,618
2015-04,El Dorado,15,695
2015-04,El Dorado,16,631
2015-04,El Dorado,17,661
2015-04,El Dorado,18,636
2015-04,El Dorado,19,513
2015-04,El Dorado,20,475
2015-04,Fresno,0,12932
2015-04,Fresno,1,12104
2015-04,Fresno,2,12034
2015-04,Fresno,3,11841
2015-04,Fresno,4,11937
2015-04,Fresno,5,11945
2015-04,Fresno,6,11885
2015-04,Fresno,7,12483
2015-04,Fresno,8,11909
2015-04,Fresno,9,11114
2015-04,Fresno,10,10912
2015-04,Fresno,11,10553
2015-04,Fresno,12,10179
2015-04,Fresno,13,9857
2015-04,Fresno,14,9813
2015-04,Fresno,15,9605
2015-04,Fresno,16,9589
2015-04,Fresno,17,9310
2015-04,Fresno,18,9218
2015-04,Fresno,19,7687
2015-04,Fresno,20,7759
2015-04,Glenn,0,332
2015-04,Glenn,1,289
2015-04,Glenn,2,272
2015-04,Glenn,3,261
2015-04,Glenn,4,284
2015-04,Glenn,5,324
2015-04,Glenn,6,322
2015-04,Glenn,7,311
2015-04,Glenn,8,312
2015-04,Glenn,9,304
2015-04,Glenn,10,306
2015-04,Glenn,11,269
2015-04,Glenn,12,256
2015-04,Glenn,13,257
2015-04,Glenn,14,278
2015-04,Glenn,15,254
2015-04,Glenn,16,270
2015-04,Glenn,17,271
2015-04,Glenn,18,250
2015-04,Glenn,19,173
2015-04,Glenn,20,167
2015-04,Humboldt,0,1158
2015-04,Humboldt,1,1061
2015-04,Humboldt,2,1033
2015-04,Humboldt,3,976
2015-04,Humboldt,4,1001
2015-04,Humboldt,5,975
2015-04,Humboldt,6,984
2015-04,Humboldt,7,1006
2015-04,Humboldt,8,963
2015-04,Humboldt,9,954
2015-04,Humboldt,10,907
2015-04,Humboldt,11,835
2015-04,Humboldt,12,790
2015-04,Humboldt,13,821
2015-04,Humboldt,14,777
2015-04,Humboldt,15,742
2015-04,Humboldt,16,763
2015-04,Humboldt,17,763
2015-04,Humboldt,18,738
2015-04,Humboldt,19,679
2015-04,Humboldt,20,698
2015-04,Imperial,0,2408
2015-04,Imperial,1,2009
2015-04,Imperial,2,1998
2015-04,Imperial,3,1955
2015-04,Imperial,4,2002
2015-04,Imperial,5,2077
2015-04,Imperial,6,2060
2015-04,Imperial,7,2081
2015-04,Imperial,8,2017
2015-04,Imperial,9,1926
2015-04,Imperial,10,1914
2015-04,Imperial,11,1868
2015-04,Imperial,12,1852
2015-04,Imperial,13,1795
2015-04,Imperial,14,1812
2015-04,Imperial,15,1840
2015-04,Imperial,16,1793
2015-04,Imperial,17,1748
2015-04,Imperial,18,1748
2015-04,Imperial,19,1490
2015-04,Imperial,20,1361
2015-04,Inyo,0,141
2015-04,Inyo,1,126
2015-04,Inyo,2,106
2015-04,Inyo,3,136
2015-04,Inyo,4,99
2015-04,Inyo,5,122
2015-04,Inyo,6,120
2015-04,Inyo,7,124
2015-04,Inyo,8,120
2015-04,Inyo,9,119
2015-04,Inyo,10,125
2015-04,Inyo,11,102
2015-04,Inyo,12,94
2015-04,Inyo,13,96
2015-04,Inyo,14,92
2015-04,Inyo,15,105
2015-04,Inyo,16,105
2015-04,Inyo,17,95
2015-04,Inyo,18,109
2015-04,Inyo,19,78
2015-04,Inyo,20,64
2015-04,Kern,0,11100
2015-04,Kern,1,10021
2015-04,Kern,2,10220
2015-04,Kern,3,9814
2015-04,Kern,4,9959
2015-04,Kern,5,10199
2015-04,Kern,6,10220
2015-04,Kern,7,10315
2015-04,Kern,8,9977
2015-04,Kern,9,9551
2015-04,Kern,10,9086
2015-04,Kern,11,8946
2015-04,Kern,12,8730
2015-04,Kern,13,8483
2015-04,Kern,14,8292
2015-04,Kern,15,8026
2015-04,Kern,16,7862
2015-04,Kern,17,7878
2015-04,Kern,18,7586
2015-04,Kern,19,6633
2015-04,Kern,20,6401
2015-04,Kings,0,1566
2015-04,Kings,1,1429
2015-04,Kings,2,1482
2015-04,Kings,3,1492
2015-04,Kings,4,1448
2015-04,Kings,5,1478
2015-04,Kings,6,1610
2015-04,Kings,7,1616
2015-04,Kings,8,1522
2015-04,Kings,9,1411
2015-04,Kings,10,1394
2015-04,Kings,11,1275
2015-04,Kings,12,1262
2015-04,Kings,13,1294
2015-04,Kings,14,1202
2015-04,Kings,15,1246
2015-04,Kings,16,1143
2015-04,Kings,17,1126
2015-04,Kings,18,1124
2015-04,Kings,19,1020
2015-04,Kings,20,833
2015-04,Lake,0,632
2015-04,Lake,1,633
2015-04,Lake,2,624
2015-04,Lake,3,553
2015-04,Lake,4,625
2015-04,Lake,5,597
2015-04,Lake,6,581
2015-04,Lake,7,598
2015-04,Lake,8,599
2015-04,Lake,9,590
2015-04,Lake,10,539
2015-04,Lake,11,503
2015-04,Lake,12,500
2015-04,Lake,13,508
2015-04,Lake,14,503
2015-04,Lake,15,534
2015-04,Lake,16,512
2015-04,Lake,17,464
2015-04,Lake,18,511
2015-04,Lake,19,427
2015-04,Lake,20,415
2015-04,Lassen,0,205
2015-04,Lassen,1,200
2015-04,Lassen,2,156
2015-04,Lassen,3,182
2015-04,Lassen,4,162
2015-04,Lassen,5,155
2015-04,Lassen,6,158
2015-04,Lassen,7,150
