county,povr_whole_white_numerator,povr_whole_white_denominator,povr_whole_white_estimate,povr_whole_white_ll_95ci,povr_whole_white_ul_95ci,povr_whole_white_se,povr_whole_white_rse,povr_whole_white_ca_rr,povr_whole_cont_native_numerator,povr_whole_cont_native_denominator,povr_whole_cont_native_estimate,povr_whole_cont_native_ll_95ci,povr_whole_cont_native_ul_95ci,povr_whole_cont_native_se,povr_whole_cont_native_rse,povr_whole_cont_native_ca_rr,povr_whole_asian_numerator,povr_whole_asian_denominator,povr_whole_asian_estimate,povr_whole_asian_ll_95ci,povr_whole_asian_ul_95ci,povr_whole_asian_se,povr_whole_asian_rse,povr_whole_asian_ca_rr,povr_whole_black_numerator,povr_whole_black_denominator,povr_whole_black_estimate,povr_whole_black_ll_95ci,povr_whole_black_ul_95ci,povr_whole_black_se,povr_whole_black_rse,povr_whole_black_ca_rr,povr_whole_latine_numerator,povr_whole_latine_denominator,povr_whole_latine_estimate,povr_whole_latine_ll_95ci,povr_whole_latine_ul_95ci,povr_whole_latine_se,povr_whole_latine_rse,povr_whole_latine_ca_rr,povr_whole_island_native_numerator,povr_whole_island_native_denominator,povr_whole_island_native_estimate,povr_whole_island_native_ll_95ci,povr_whole_island_native_ul_95ci,povr_whole_island_native_se,povr_whole_island_native_rse,povr_whole_island_native_ca_rr,povr_whole_multiracial_numerator,povr_whole_multiracial_denominator,povr_whole_multiracial_estimate,povr_whole_multiracial_ll_95ci,povr_whole_multiracial_ul_95ci,povr_whole_multiracial_se,povr_whole_multiracial_rse,povr_whole_multiracial_ca_rr,povr_whole_other_race_numerator,povr_whole_other_race_denominator,povr_whole_other_race_estimate,povr_whole_other_race_ll_95ci,povr_whole_other_race_ul_95ci,povr_whole_other_race_se,povr_whole_other_race_rse,povr_whole_other_race_ca_rr,povr_whole_total_numerator,povr_whole_total_denominator,povr_whole_total_estimate,povr_whole_total_ll_95ci,povr_whole_total_ul_95ci,povr_whole_total_se,povr_whole_total_rse,povr_whole_total_ca_rr,povr_geotypevalue,county_fips,povr_region_code,povr_kids_asian_numerator,povr_kids_asian_denominator,povr_kids_asian_estimate,povr_kids_asian_ll_95ci,povr_kids_asian_ul_95ci,povr_kids_asian_se,povr_kids_asian_rse,povr_kids_asian_ca_rr,povr_kids_cont_native_numerator,povr_kids_cont_native_denominator,povr_kids_cont_native_estimate,povr_kids_cont_native_ll_95ci,povr_kids_cont_native_ul_95ci,povr_kids_cont_native_se,povr_kids_cont_native_rse,povr_kids_cont_native_ca_rr,povr_kids_black_numerator,povr_kids_black_denominator,povr_kids_black_estimate,povr_kids_black_ll_95ci,povr_kids_black_ul_95ci,povr_kids_black_se,povr_kids_black_rse,povr_kids_black_ca_rr,povr_kids_latine_numerator,povr_kids_latine_denominator,povr_kids_latine_estimate,povr_kids_latine_ll_95ci,povr_kids_latine_ul_95ci,povr_kids_latine_se,povr_kids_latine_rse,povr_kids_latine_ca_rr,povr_kids_island_native_numerator,povr_kids_island_native_denominator,povr_kids_island_native_estimate,povr_kids_island_native_ll_95ci,povr_kids_island_native_ul_95ci,povr_kids_island_native_se,povr_kids_island_native_rse,povr_kids_island_native_ca_rr,povr_kids_white_numerator,povr_kids_white_denominator,povr_kids_white_estimate,povr_kids_white_ll_95ci,povr_kids_white_ul_95ci,povr_kids_white_se,povr_kids_white_rse,povr_kids_white_ca_rr,povr_kids_multiracial_numerator,povr_kids_multiracial_denominator,povr_kids_multiracial_estimate,povr_kids_multiracial_ll_95ci,povr_kids_multiracial_ul_95ci,povr_kids_multiracial_se,povr_kids_multiracial_rse,povr_kids_multiracial_ca_rr,povr_kids_other_race_numerator,povr_kids_other_race_denominator,povr_kids_other_race_estimate,povr_kids_other_race_ll_95ci,povr_kids_other_race_ul_95ci,povr_kids_other_race_se,povr_kids_other_race_rse,povr_kids_other_race_ca_rr,povr_kids_total_numerator,povr_kids_total_denominator,povr_kids_total_estimate,povr_kids_total_ll_95ci,povr_kids_total_ul_95ci,povr_kids_total_se,povr_kids_total_rse,povr_kids_total_ca_rr
Humboldt,40074,100512,39.8698662846227,37.4900240885199,42.2497084807255,1.21420520209328,3.04542080333383,1.74067396646822,3863.0,6116.0,63.1621975147155,54.2790767547869,72.0453182746441,4.53220446935135,7.17550156214156,1.42727358724327,2136.0,3416.0,62.5292740046838,42.0859553451167,82.9725926642509,10.4302646222281,16.6806104632637,2.34383673277658,748.0,1260.0,59.3650793650794,44.3196504282969,74.4105083018619,7.67623925346047,12.9305634483425,1.33793170326793,8276.0,13503.0,61.290083685107,51.788769560496,70.791397809718,4.84760924725053,7.90928802146253,1.17863963631914,,,,,,,,,3405.0,6198.0,54.9370764762827,44.5404921171783,65.3336608353871,5.30437977505328,9.65537322930403,1.8617508276859,,,,,,,,,58823,131639,44.6850857268742,42.3821931254001,46.9879783283483,1.17494520483372,2.6293900654354,1.23662096870292,6023.0,6023.0,5.0,549.0,1005.0,54.6268656716418,32.595036373149,76.6586949701346,11.2407292339249,20.5772912205729,1.94785930659829,1371.0,1658.0,82.6899879372738,71.8920707862058,93.4879050883418,5.50914140360613,6.6624044107797,1.5405371277976,162.0,283.0,57.243816254417,12.602032528471,100.0,22.7764202683398,39.7884378761738,0.98195609454043,3156.0,4729.0,66.7371537322901,56.2181126867211,77.2561947778592,5.36685767631073,8.0417838882362,1.08835237433517,30.0,68.0,44.1176470588235,0.0,100.0,39.1463757019391,88.7317849243953,0.838140692704933,6482.0,16145.0,40.1486528336946,34.2173218600478,46.0799838073414,3.02618927226878,7.53746155519584,1.6159135101594,1515.0,2319.0,65.3298835705045,52.2033489422873,78.4564181987217,6.69721154500878,10.2513752956273,2.31742047452846,,,,,,,,,13265.0,26266.0,50.5025508261631,45.960475251981,55.0446264003452,2.3173854970317,4.58865039314245,1.09272935575841
Imperial,6063,21343,28.4074403785785,24.0286973588643,32.7861833982927,2.23405256107868,7.8643219216728,1.24023721494298,689.0,1141.0,60.3856266432954,48.2489646433941,72.5222886431967,6.19217448974555,10.2543847500721,1.36453152911643,473.0,2172.0,21.7771639042357,10.3635060948905,33.1908217135809,5.82329480068632,26.7403727422636,0.816291529158336,828.0,2147.0,38.5654401490452,24.8490051247616,52.2818751733288,6.99818113483858,18.1462498749981,0.869162908190113,78156.0,138960.0,56.2435233160622,52.7536070489341,59.7334395831903,1.78056952404495,3.16582144763404,1.08159170098602,,,,,,,,,535.0,1366.0,39.1654465592972,23.2101683114561,55.1207248071384,8.14044808563324,20.7847702522897,1.32726943669706,,,,,,,,,86807,167281,51.8929226869758,48.9333024912615,54.8525428826901,1.51001030393588,2.90985788764383,1.43609160144008,6025.0,6025.0,14.0,187.0,411.0,45.4987834549878,22.1665385819563,68.8310283280194,11.9042065678732,26.1637909058604,1.62237440684257,233.0,276.0,84.4202898550725,70.7500812842532,98.0904984258918,6.97459620960168,8.26175345000027,1.57277312653411,116.0,272.0,42.6470588235294,10.9727479621105,74.3213696849484,16.1603626843974,37.8932642254836,0.731564421558943,28177.0,46160.0,61.042027729636,56.3879084367951,65.696147022477,2.37455065961274,3.89002585256501,0.99547601445937,,,,,,,,,926.0,3426.0,27.0286047869235,13.4081746375748,40.6490349362723,6.94919905579018,25.7105355995002,1.08785437501141,204.0,753.0,27.0916334661355,2.81846524279833,51.3648016894726,12.3842695017026,45.7125241901082,0.961010530733416,,,,,,,,,29843.0,51346.0,58.1213726483076,53.9106523627495,62.3320929338656,2.14832667630514,3.69627656474094,1.25757865792549
Inyo,2938,11720,25.0682593856655,21.1146626270393,29.0218561442917,2.01714120338072,8.04659458938804,1.09445229100581,819.0,1818.0,45.049504950495,36.7538642826711,53.3451456183189,4.23246972848158,9.39515258410198,1.01798181608938,,,,,,,,,,,,,,,,,1585.0,3520.0,45.0284090909091,28.9479402722801,61.1088779095381,8.20432082583112,18.2203213292906,0.865919322081697,,,,,,,,,44.0,261.0,16.8582375478927,0.0,33.7666307686551,8.62673123508284,51.1722011899233,0.57130520444903,,,,,,,,,5549,17762,31.2408512554893,26.7822774852704,35.6994250257082,2.27478253582596,7.2814358265166,0.864563446936227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,95983,308400,31.1228923476005,29.6145091049621,32.6312755902389,0.769583287060416,2.4727241879232,1.35879082422595,2259.0,4635.0,48.7378640776699,37.4213868655026,60.0543412898372,5.77371286335064,11.8464626479107,1.10132751604319,11919.0,37277.0,31.9741395498565,27.1354475745884,36.8128315251246,2.46872039554495,7.7209908704362,1.19851323989888,23612.0,40675.0,58.0503995082975,51.7722447626371,64.3285542539579,3.20314017635737,5.5178606925858,1.30830230027801,260820.0,426158.0,61.2026525373218,59.0515825891653,63.3537224854783,1.09748466742679,1.79319787938527,1.17695829065875,475.0,856.0,55.4906542056075,23.4201977130193,87.5611106981957,16.3624778023409,29.4869073659028,1.39449490488426,6199.0,15349.0,40.3869958954981,33.388998277291,47.3849935137052,3.57040694806487,8.84048656974474,1.36866626072925,467.0,879.0,53.1285551763367,30.1398279550487,76.1172823976247,11.7289424598408,22.0765319533192,1.49324094156111,401734,834229,48.1563215855598,46.8622301236153,49.4504130475043,0.660250745890067,1.37105726548693,1.33268440867038,6029.0,6029.0,10.0,3113.0,9225.0,33.7452574525745,25.5883370420912,41.9021778630578,4.16169408698128,12.3326784299397,1.20327265667514,418.0,572.0,73.0769230769231,53.2078602140641,92.945985939782,10.1372769708464,13.8720632232635,1.36144309599618,8395.0,12370.0,67.8658043654002,59.9767018826961,75.7549068481043,4.02505228709392,5.93089896263869,1.16416487522967,114607.0,163117.0,70.2606104820466,68.0119152432132,72.5093057208801,1.14729348920074,1.63291135862519,1.1458130586018,273.0,397.0,68.7657430730479,35.6921197423662,100.0,16.8742976176947,24.5388137517392,1.30640166409524,23532.0,63726.0,36.9268430467941,33.8270841611073,40.0266019324809,1.58150963555451,4.28281841897615,1.48624126478216,3241.0,7288.0,44.4703622392975,34.5445354187961,54.3961890597989,5.06419735739866,11.3878032523053,1.57747913099869,185.0,230.0,80.4347826086957,49.6392742720229,100.0,15.7119940493229,19.5338304396987,2.13061433626458,153764.0,256925.0,59.8478155103629,58.0989548431351,61.5966761775908,0.892275850626467,1.4909079688497,1.29493389574112
Kings,13965,46439,30.0717069704343,26.5008833976604,33.6425305432082,1.82184876161933,6.05834834520875,1.31289724116493,416.0,758.0,54.8812664907652,31.6189901605781,78.1435428209523,11.8685083317281,21.6257916236776,1.24014972845869,1235.0,4941.0,24.9949402954867,14.3144602546675,35.6754203363059,5.44922451062204,21.8013103700272,0.936906115265804,2806.0,5545.0,50.6041478809738,39.8641993518161,61.3440964101315,5.47956557610088,10.8282933426513,1.14048350462814,45175.0,71030.0,63.5998873715332,58.6455824689223,68.5541922741441,2.52770658296473,3.97438845795207,1.22305834181357,,,,,,,,,1204.0,2972.0,40.5114401076716,28.4920218431847,52.5308583721585,6.13235625739129,15.1373445157532,1.37288352400344,,,,,,,,,65284,132265,49.3584848599403,46.2111675824664,52.5058021374142,1.60577412116016,3.25328892431911,1.36595323402276,6031.0,6031.0,10.0,290.0,840.0,34.5238095238095,14.5193642967068,54.5282547509122,10.2063496056646,29.5632195474424,1.23103390343497,201.0,370.0,54.3243243243243,39.3481517727316,69.3004968759171,7.64090436305753,14.0653463399566,1.01207704405065,789.0,1466.0,53.8199181446112,35.8995895914428,71.7402466977795,9.14302477202467,16.98818037489,0.923222805322491,18937.0,27129.0,69.8035312764938,65.0372892891937,74.5697732637938,2.43175611596942,3.48371503776387,1.13835899125247,100.0,100.0,100.0,,,,,1.89978557013118,3776.0,9709.0,38.8917499227521,31.8362480125509,45.9472518329533,3.59974587255164,9.25580844189722,1.56532535211674,633.0,1525.0,41.5081967213115,21.3788175888589,61.6375758537641,10.2700913941085,24.7423212891239,1.47240343446979,181.0,181.0,100.0,,,,,2.64887187751813,24907.0,41320.0,60.2783155856728,56.3683271423162,64.1883040290294,1.99489206293702,3.30946882565374,1.30424867414838
Lake,20012,46083,43.4259922314085,39.9150175076115,46.9369669552055,1.79131363459033,4.12498032294754,1.89593046552098,1211.0,1876.0,64.5522388059701,39.953610784616,89.1508668273242,12.5503204190582,19.4421148688301,1.45868429330243,,,,,,,,,817.0,1249.0,65.4123298638911,38.0918327730503,92.7328269547319,13.93902912798,21.309482718295,1.47422071772719,7952.0,11677.0,68.0996831377922,57.1895645267938,79.0098017487906,5.56638704642775,8.17388097851319,1.30959171436862,,,,,,,,,587.0,1267.0,46.3299131807419,30.4122432434462,62.2475831180376,8.12126017208965,17.5291935912054,1.57006451277216,,,,,,,,,31111,63264,49.1764668689934,45.7650599172311,52.5878738207557,1.74051375089915,3.53932248840873,1.36091604408288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,5553,18828,29.4933078393881,25.0191698932149,33.9674457855613,2.28272344192509,7.73980136224845,1.28764497915701,211.0,658.0,32.0668693009119,23.0641930140642,41.0695455877596,4.59320218716721,14.3238248301233,0.72461373067507,15.0,97.0,15.4639175257732,0.0,87.3808318392049,36.6923032211386,237.276894163363,0.579646869509789,136.0,277.0,49.0974729241877,33.2923512286372,64.9025946197382,8.06383759977067,16.42413981718,1.10652704044475,574.0,1271.0,45.1612903225806,,,,,0.868474696086008,,,,,,,,,79.0,487.0,16.2217659137577,5.4890880180699,26.9544438094455,5.47585606922847,33.756226654611,0.549735953450372,,,,,,,,,6680,21790,30.656264341441,26.6036519181192,34.7088767647628,2.06765939965397,6.74465543689522,0.848385511408475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,599843,2653603,22.6048508386522,22.2532068968699,22.9564947804345,0.17941017437872,0.793679974529826,0.986902616874715,6882.0,18317.0,37.5716547469564,32.9324251633007,42.2108843306121,2.36695386921209,6.29983929415255,0.849005141672921,403230.0,1377888.0,29.2643524001951,28.7227875345946,29.8059172657956,0.276308604898225,0.944181511757571,1.09694003661962,346242.0,782114.0,44.2700169029067,43.2653396372459,45.2746941685675,0.51259044166368,1.15787270374867,0.997728963762611,2571099.0,4790375.0,53.6721864154685,53.1685487524333,54.1758240785037,0.256957991344484,0.478754469503832,1.0321435781063,9051.0,24321.0,37.2147526828667,30.4759207111688,43.9535846545646,3.43817957739688,9.23875433674394,0.9352166368502,56665.0,212695.0,26.6414349185453,25.5564977092311,27.7263721278595,0.553539392507233,2.07773865859571,0.902845886452562,9961.0,26820.0,37.1401938851603,33.4632288405688,40.8171589297518,1.87600257377118,5.05113834238963,1.04386911902209,4002973,9886133,40.4907864379328,40.1940456007805,40.7875272750851,0.151398386302215,0.373908238444045,1.12054737579492,6037.0,6037.0,14.0,71490.0,227154.0,31.4720409942154,30.1705311959354,32.7735507924953,0.664035611367315,2.10992230052498,1.12221536407954,809.0,2609.0,31.0080490609429,19.4774094707773,42.5386886511084,5.88297938273752,18.972426711449,0.577688448511907,95801.0,164758.0,58.1464936452251,56.2365406278785,60.0564466625718,0.974465825176863,1.67588063198181,0.997440554230686,910076.0,1422108.0,63.9948583370602,63.4108947662901,64.5788219078302,0.297940597331658,0.465569586485226,1.04363090304649,2449.0,5164.0,47.4244771494965,33.1126296243982,61.7363246745948,7.30196302300935,15.3970343204656,0.900963373596294,83545.0,384121.0,21.7496570091195,20.7273200227118,22.7719939955273,0.521600503269261,2.3982010523226,0.875385900193233,20429.0,81329.0,25.1189612561325,22.6601672782185,27.5777552340465,1.2544867234255,4.99418232558973,0.891034729168416,3548.0,8653.0,41.0031203050965,34.0064754856627,47.9997651245302,3.56971674460905,8.70596363898031,1.08612012266663,1188147.0,2295896.0,51.7509068355013,51.3070056496379,52.1948080213646,0.226480196869066,0.437635223647327,1.11974017472747
Madera,17746,52552,33.7684579083574,29.9504441730946,37.5864716436202,1.9479661914606,5.76859682709555,1.47429327074333,777.0,1387.0,56.0201874549387,32.7427669116074,79.29760799827,11.8762349710874,21.1999200835241,1.2658858787841,1272.0,2784.0,45.6896551724138,25.6817066106295,65.6976037341981,10.2081370213185,22.342337631565,1.71262330813208,1401.0,3083.0,45.4427505676289,25.956213134199,64.9292880010588,9.9421109354234,21.8783212090724,1.02415927542567,50854.0,81990.0,62.0246371508721,56.5833177471377,67.4659565546065,2.77618336925224,4.47593649358931,1.19276547491636,,,,,,,,,1061.0,2026.0,52.3692003948667,34.6967405138449,70.0416602758885,9.01656116378662,17.2172977547895,1.77472862471092,,,,,,,,,73199,144277,50.7350443937703,47.3252920069887,54.1447967805519,1.73966958509266,3.42893084233956,1.40404832451015,6039.0,6039.0,10.0,424.0,561.0,75.5793226381462,53.4500489331567,97.7085963431356,11.2904457678518,14.9385379145397,2.69497224812466,61.0,107.0,57.0093457943925,8.02711479413653,100.0,24.9909341838041,43.8365566830662,1.06209972958679,369.0,680.0,54.2647058823529,24.4855501813661,84.0438615833397,15.1934467862178,27.9987637252793,0.930852660535344,21944.0,30928.0,70.951888256596,65.0219710256438,76.8818054875481,3.0254679749756,4.26411199097909,1.15708644629037,,,,,,,,,4032.0,9124.0,44.1911442349847,34.6417383097029,53.7405501602664,4.87214588024579,11.0251634452784,1.77861676441568,613.0,1203.0,50.9559434746467,32.6566980856188,69.2551888636746,9.33634968827954,18.322395880914,1.80753952484274,,,,,,,,,27443.0,42603.0,64.4156514799427,59.4021589218377,69.4291440380478,2.55790436638012,3.97093611197362,1.39376867486802
Marin,23134,183638,12.5976105163419,11.650900864697,13.5443201679868,0.483015128390239,3.83418051989829,0.549997647570743,,,,,,,,,2696.0,14081.0,19.1463674454939,14.1224996800344,24.1702352109534,2.56319783952014,13.3873845616777,0.717679199579782,1485.0,4687.0,31.6833795604865,22.3739007364302,40.9928583845428,4.7497340939063,14.9912482815749,0.714059484700719,19575.0,39112.0,50.0485784413991,43.5645104165534,56.5326464662448,3.30819797186007,6.60997389912597,0.962459744638826,,,,,,,,,1213.0,7661.0,15.8334421093852,11.4193893748508,20.2474948439196,2.25206772170121,14.2234878944377,0.536576131148711,693.0,1597.0,43.3938634940514,29.9389277102205,56.8487992778823,6.86476315501577,15.8196634322658,1.21963590703277,49168,251548,19.5461701146501,18.2614694459318,20.8308707833684,0.655459524856283,3.35339107872088,0.540923295288071,6041.0,6041.0,1.0,445.0,1909.0,23.3106338397067,10.4937831893103,36.127484490103,6.53920951550832,28.0524740788885,0.831199712982051,107.0,107.0,100.0,,,,,1.8630273945211,512.0,1032.0,49.6124031007752,23.1229511658581,76.1018550356923,13.5150264974067,27.2412252838353,0.851047410485036,8020.0,12908.0,62.1320111558723,55.3848797693488,68.8791425423959,3.44241397271608,5.54048373563831,1.01325151106938,,,,,,,,,2966.0,32302.0,9.18209398798836,6.42581485667535,11.9383731193014,1.4062648629148,15.3152958873479,0.369563327272877,578.0,4062.0,14.2294436238306,6.50215007856508,21.9567371690962,3.94249670676814,27.7066118043117,0.504755284913772,323.0,763.0,42.3328964613368,18.4248548853848,66.2409380372889,12.1979803958939,28.8144242788454,1.12134418930322,12951.0,53134.0,24.3742236609327,21.7911403425403,26.9573069793252,1.31789965224106,5.40694001406658,0.527387810762311
Mariposa,4365,14461,30.1846345342646,25.1237710979158,35.2454979706134,2.5820731818106,8.55426352397779,1.31782753285572,,,,,,,,,,,,,,,,,,,,,,,,,941.0,1776.0,52.9842342342342,33.4881812859326,72.4802871825358,9.94696578994979,18.7734444664727,1.0189139060298,,,,,,,,,100.0,577.0,17.3310225303293,4.37559218136467,30.2864528792939,6.6099134433493,38.1392005681254,0.587327313538668,,,,,,,,,5644,17609,32.0517916974275,27.0475721660399,37.0560112288151,2.5531732302998,7.96577381508666,0.887005519913316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,21306,57492,37.0590690878731,33.994047757166,40.1240904185802,1.56378639321793,4.21971310048274,1.61795769071058,1678.0,2963.0,56.6317921025987,45.6320698184001,67.6315143867973,5.6121032062238,9.90981036951199,1.27970628392813,738.0,1566.0,47.1264367816092,29.3388510772119,64.9140224860065,9.07529882877415,19.2573414171549,1.76647938700416,286.0,412.0,69.4174757281553,32.4013237929962,100.0,18.8857918036526,27.2061056751919,1.56448610076589,12521.0,20344.0,61.5464018875344,51.569110665431,71.5236931096378,5.09045470515478,8.27092169328878,1.18356876636313,,,,,,,,,1401.0,2712.0,51.6592920353982,42.1288556295175,61.189728441279,4.86246755402079,9.41257102534218,1.75067069224354,,,,,,,,,38169,85992,44.3866871336869,41.1994364195026,47.5739378478712,1.62614832356341,3.6635947140314,1.22836304659392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,27587,77568,35.564923679868,32.6245248259221,38.5053225338139,1.50020349691117,4.21821092719055,1.55272496594382,363.0,613.0,59.2169657422512,40.7739311339878,77.6600003505146,9.40971153482826,15.8902291207981,1.33812334665705,10137.0,19035.0,53.2545311268716,44.2268613839659,62.2822008697773,4.60595395046208,8.64894282796149,1.99618383915038,4468.0,7457.0,59.9168566447633,48.5923743323631,71.2413389571635,5.77779709816337,9.64302438697499,1.35036730216761,95726.0,147281.0,64.9954848215316,61.4487150363174,68.5422546067458,1.80957642102764,2.78415712413944,1.24989639410544,,,,,,,,,2211.0,4975.0,44.4422110552764,35.5005954632334,53.3838266473194,4.56204877145049,10.2651255712194,1.50609257942717,,,,,,,,,140960,257980,54.6398945654702,52.3047778666485,56.9750112642919,1.19138607082742,2.18043259472232,1.51211166428938,6047.0,6047.0,10.0,3076.0,5227.0,58.8482877367515,46.4996673562119,71.196908117291,6.30031652068344,10.7060320070261,2.09838480637764,136.0,136.0,100.0,,,,,1.8630273945211,1237.0,1742.0,71.0103329506315,56.6230424001953,85.3976235010676,7.34045436246741,10.3371637020358,1.21810588075245,41113.0,55418.0,74.1870872279765,71.264805888821,77.1093685671319,1.49095986691606,2.00972962091684,1.20984621030537,43.0,106.0,40.5660377358491,0.0,100.0,31.8763103382436,78.5788115314842,0.77066773127963,7189.0,15079.0,47.6755753034021,41.7352977232112,53.615852883593,3.03075386744432,6.35703680166823,1.91885906001643,961.0,1947.0,49.3579866461222,32.7401747931891,65.9757984990553,8.47847543516995,17.1775147474255,1.75085585009168,109.0,109.0,100.0,,,,,2.64887187751813,53864.0,79764.0,67.5292111729602,65.1488455178968,69.9095768280237,1.21447227299155,1.7984398927465,1.46113711511132
Modoc,2665,7036,37.8766344513928,30.1412989480711,45.6119699547145,3.94659974659272,10.4196156911919,1.65365168411416,204.0,317.0,64.3533123028391,36.7649430392247,91.9416815664535,14.0756986038849,21.8725316540761,1.45418915926825,,,,,,,,,,,,,,,,,900.0,1238.0,72.6978998384491,44.2048606131617,100.0,14.5372649108609,19.9968155107175,1.39801777179781,,,,,,,,,,,,,,,,,,,,,,,,,3995,8916,44.8070883804397,36.8569708701764,52.757205890703,4.05618240319558,9.05254625954737,1.23999728626352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,2671,9339,28.6004925580897,20.3429081616006,36.8580769545788,4.21305326351484,14.7307017701105,1.2486656581348,,,,,,,,,,,,,,,,,,,,,,,,,1849.0,3852.0,48.0010384215992,24.6777651428463,71.3243117003521,11.8996292238535,24.7903579071302,0.923084503503819,,,,,,,,,,,,,,,,,,,,,,,,,4752,14036,33.8557993730408,25.2569162332383,42.4546825128433,4.38718527540946,12.9584453968113,0.936929866774818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,25805,128142,20.1378158605297,18.7071244387409,21.5685072823185,0.729944602953486,3.62474564276945,0.879194616799466,403.0,1003.0,40.1794616151545,24.2807210896642,56.0782021406448,8.11160230892361,20.188429567867,0.9079336465392,7063.0,24576.0,28.7394205729167,23.3109028997207,34.1679382461127,2.76965187407961,9.63711800331027,1.07726358077453,2878.0,7865.0,36.5924984106802,31.2026628209903,41.9823340003701,2.74991611718872,7.51497229384618,0.824698025321418,133198.0,236097.0,56.41664231227,53.6739840843389,59.1593005402011,1.39931542241384,2.48032382832805,1.084920867769,624.0,1933.0,32.2814278323849,16.7966383753441,47.7662172894257,7.9004027842045,24.4735233683771,0.811240870721268,2858.0,8733.0,32.7264399404557,23.8236444268412,41.6292354540702,4.542242608987,13.8794278181538,1.10905931939535,,,,,,,,,173008,408804,42.3205252394791,40.696146376845,43.9449041021132,0.828764725833701,1.95830444245191,1.17118380923653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,14097,74242,18.9879044206783,17.1910791640732,20.7847296772834,0.916747579900548,4.82806085173984,0.828990763774122,,,,,,,,,1765.0,10152.0,17.3857368006304,13.1518693224713,21.6196042787895,2.16013646844854,12.4247622819771,0.651684018219223,953.0,2535.0,37.5936883629191,23.432489534466,51.7548871913722,7.22510144308831,19.2189214671867,0.847262195914975,20704.0,45823.0,45.1825502476922,39.6410069226668,50.7240935727176,2.82731802297212,6.25754413478804,0.868883535312439,,,,,,,,,673.0,2975.0,22.6218487394958,12.7958681678154,32.4478293111762,5.01325539371449,22.1611215398226,0.766626990657644,,,,,,,,,38524,136712,28.1789455205103,25.983330486979,30.3745605540416,1.12021175180166,3.97535014568343,0.779827862915862,6055.0,6055.0,1.0,305.0,2419.0,12.6085159156676,3.75518585539392,21.4618459759413,4.51700513279271,35.8250341515592,0.44958858185919,44.0,125.0,35.2,0.0,92.3182805259168,29.1419798601616,82.7897155118229,0.655785642871426,277.0,600.0,46.1666666666667,16.496649097073,75.8366842362603,15.1377640661192,32.7893806486336,0.791939508303692,8048.0,15616.0,51.5368852459016,44.8869607113568,58.1868097804464,3.39281864007388,6.58328229167416,0.840465741889698,79.0,79.0,100.0,,,,,1.89978557013118,2223.0,10864.0,20.4620765832106,15.4305289130358,25.4936242533854,2.56711615825246,12.5457264702001,0.82356302548156,249.0,923.0,26.9772481040087,9.80285247852816,44.1516437294892,8.76244674769414,32.4808769000871,0.956952985155627,54.0,227.0,23.7885462555066,0.0,60.8876277545645,18.9281028056418,79.5681358681608,0.630128111832507,11279.0,30853.0,36.5572229604901,32.6643672336442,40.4500786873359,1.9861508810438,5.43299167770585,0.790992732850994
Nevada,24164,83955,28.7820856411173,26.132486735869,31.4316845463656,1.35183617614707,4.69679714320589,1.25659380993396,318.0,924.0,34.4155844155844,6.80549236198773,62.0256764691811,14.0867816599983,40.9314033139573,0.777687549811114,284.0,1390.0,20.431654676259,9.04139186852582,31.8219174839922,5.81135857537407,28.442916971021,0.765856688789241,,,,,,,,,3527.0,8735.0,40.3777904979966,28.7948010457572,51.960779950236,5.90968849604053,14.6359878119972,0.776485549480383,,,,,,,,,730.0,2145.0,34.032634032634,22.4560806860062,45.6091873792618,5.90640476868763,17.3551208614178,1.15332465144812,,,,,,,,,29227,97742,29.902191483702,27.2441364190788,32.5602465483252,1.35615054317511,4.53528813737371,0.827517199473046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
