Year,Period,Area,Adjusted,Preliminary,Labor Force,Employment,Unemployment,Unemployment Rate
2015,Sep,Sierra County,Not Adj,Not Prelim,1400,1310,90,6.3
2015,Oct,Sierra County,Not Adj,Not Prelim,1390,1300,90,6.3
2015,Nov,Sierra County,Not Adj,Not Prelim,1320,1220,100,7.2
2015,Dec,Sierra County,Not Adj,Not Prelim,1340,1230,110,8.3
2015,Jan,Siskiyou County,Not Adj,Not Prelim,17760,15490,2270,12.8
2015,Feb,Siskiyou County,Not Adj,Not Prelim,17730,15510,2230,12.6
2015,Mar,Siskiyou County,Not Adj,Not Prelim,17740,15680,2070,11.6
2015,Apr,Siskiyou County,Not Adj,Not Prelim,17570,15920,1660,9.4
2015,May,Siskiyou County,Not Adj,Not Prelim,17950,16420,1530,8.5
2015,Jun,Siskiyou County,Not Adj,Not Prelim,18380,16830,1550,8.4
2015,Jul,Siskiyou County,Not Adj,Not Prelim,18120,16600,1520,8.4
2015,Aug,Siskiyou County,Not Adj,Not Prelim,18330,16930,1410,7.7
2015,Sep,Siskiyou County,Not Adj,Not Prelim,18090,16790,1300,7.2
2015,Oct,Siskiyou County,Not Adj,Not Prelim,17990,16650,1340,7.4
2015,Nov,Siskiyou County,Not Adj,Not Prelim,17530,15990,1540,8.8
2015,Dec,Siskiyou County,Not Adj,Not Prelim,17400,15590,1810,10.4
2015,Jan,Solano County,Not Adj,Not Prelim,203300,188800,14400,7.1
2015,Feb,Solano County,Not Adj,Not Prelim,203900,189900,14000,6.9
2015,Mar,Solano County,Not Adj,Not Prelim,204300,190600,13700,6.7
2015,Apr,Solano County,Not Adj,Not Prelim,203600,191100,12500,6.1
2015,May,Solano County,Not Adj,Not Prelim,204700,192300,12300,6
2015,Jun,Solano County,Not Adj,Not Prelim,205200,192300,13000,6.3
2015,Jul,Solano County,Not Adj,Not Prelim,205200,191900,13200,6.5
2015,Aug,Solano County,Not Adj,Not Prelim,204700,192400,12400,6
2015,Sep,Solano County,Not Adj,Not Prelim,205000,193600,11400,5.6
2015,Oct,Solano County,Not Adj,Not Prelim,205700,194100,11600,5.6
2015,Nov,Solano County,Not Adj,Not Prelim,206600,194900,11700,5.7
2015,Dec,Solano County,Not Adj,Not Prelim,206200,194800,11400,5.5
2015,Jan,Sonoma County,Not Adj,Not Prelim,255200,241600,13600,5.3
2015,Feb,Sonoma County,Not Adj,Not Prelim,256200,243300,12900,5
2015,Mar,Sonoma County,Not Adj,Not Prelim,256600,244100,12600,4.9
2015,Apr,Sonoma County,Not Adj,Not Prelim,256600,245300,11300,4.4
2015,May,Sonoma County,Not Adj,Not Prelim,258900,247700,11100,4.3
2015,Jun,Sonoma County,Not Adj,Not Prelim,258000,246100,11900,4.6
2015,Jul,Sonoma County,Not Adj,Not Prelim,259600,247300,12300,4.7
2015,Aug,Sonoma County,Not Adj,Not Prelim,259100,247800,11400,4.4
2015,Sep,Sonoma County,Not Adj,Not Prelim,259900,249500,10400,4
2015,Oct,Sonoma County,Not Adj,Not Prelim,258500,247800,10700,4.2
2015,Nov,Sonoma County,Not Adj,Not Prelim,256700,245900,10900,4.2
2015,Dec,Sonoma County,Not Adj,Not Prelim,256600,246000,10500,4.1
2015,Jan,Stanislaus County,Not Adj,Not Prelim,239900,213100,26700,11.1
2015,Feb,Stanislaus County,Not Adj,Not Prelim,240400,214000,26400,11
2015,Mar,Stanislaus County,Not Adj,Not Prelim,241300,215100,26200,10.9
2015,Apr,Stanislaus County,Not Adj,Not Prelim,240000,215800,24200,10.1
2015,May,Stanislaus County,Not Adj,Not Prelim,241700,218500,23200,9.6
2015,Jun,Stanislaus County,Not Adj,Not Prelim,240800,216900,23900,9.9
2015,Jul,Stanislaus County,Not Adj,Not Prelim,242200,219100,23100,9.5
2015,Aug,Stanislaus County,Not Adj,Not Prelim,244600,223700,20800,8.5
2015,Sep,Stanislaus County,Not Adj,Not Prelim,241600,222400,19200,7.9
2015,Oct,Stanislaus County,Not Adj,Not Prelim,240200,220100,20100,8.4
2015,Nov,Stanislaus County,Not Adj,Not Prelim,240100,219000,21100,8.8
2015,Dec,Stanislaus County,Not Adj,Not Prelim,239100,217900,21200,8.9
2015,Jan,Sutter County,Not Adj,Not Prelim,43600,37800,5800,13.3
2015,Feb,Sutter County,Not Adj,Not Prelim,44100,38200,6000,13.5
2015,Mar,Sutter County,Not Adj,Not Prelim,44800,38900,5900,13.1
2015,Apr,Sutter County,Not Adj,Not Prelim,44600,39400,5200,11.7
2015,May,Sutter County,Not Adj,Not Prelim,45100,40300,4900,10.8
2015,Jun,Sutter County,Not Adj,Not Prelim,45300,40500,4800,10.7
2015,Jul,Sutter County,Not Adj,Not Prelim,46000,41600,4400,9.5
2015,Aug,Sutter County,Not Adj,Not Prelim,46100,42200,3900,8.5
2015,Sep,Sutter County,Not Adj,Not Prelim,44600,40900,3700,8.3
2015,Oct,Sutter County,Not Adj,Not Prelim,44500,40600,3900,8.8
2015,Nov,Sutter County,Not Adj,Not Prelim,44000,39500,4400,10.1
2015,Dec,Sutter County,Not Adj,Not Prelim,44000,39200,4800,10.8
2015,Jan,Tehama County,Not Adj,Not Prelim,24980,22570,2410,9.6
2015,Feb,Tehama County,Not Adj,Not Prelim,24730,22450,2290,9.2
2015,Mar,Tehama County,Not Adj,Not Prelim,24790,22560,2220,9
2015,Apr,Tehama County,Not Adj,Not Prelim,24810,22820,1980,8
2015,May,Tehama County,Not Adj,Not Prelim,24930,22980,1940,7.8
2015,Jun,Tehama County,Not Adj,Not Prelim,25220,23170,2040,8.1
2015,Jul,Tehama County,Not Adj,Not Prelim,24810,22710,2100,8.4
2015,Aug,Tehama County,Not Adj,Not Prelim,25210,23310,1900,7.5
2015,Sep,Tehama County,Not Adj,Not Prelim,25710,23980,1730,6.7
2015,Oct,Tehama County,Not Adj,Not Prelim,25680,23980,1700,6.6
2015,Nov,Tehama County,Not Adj,Not Prelim,24850,23090,1760,7.1
2015,Dec,Tehama County,Not Adj,Not Prelim,24550,22720,1820,7.4
2015,Jan,Trinity County,Not Adj,Not Prelim,4940,4420,520,10.5
2015,Feb,Trinity County,Not Adj,Not Prelim,4950,4460,490,10
2015,Mar,Trinity County,Not Adj,Not Prelim,4960,4470,490,9.9
2015,Apr,Trinity County,Not Adj,Not Prelim,5000,4560,440,8.7
2015,May,Trinity County,Not Adj,Not Prelim,5220,4830,390,7.4
2015,Jun,Trinity County,Not Adj,Not Prelim,5380,5000,380,7
2015,Jul,Trinity County,Not Adj,Not Prelim,5370,4990,380,7.1
2015,Aug,Trinity County,Not Adj,Not Prelim,5470,5130,340,6.3
2015,Sep,Trinity County,Not Adj,Not Prelim,5300,4990,310,5.9
2015,Oct,Trinity County,Not Adj,Not Prelim,5130,4800,320,6.3
2015,Nov,Trinity County,Not Adj,Not Prelim,5030,4660,370,7.3
2015,Dec,Trinity County,Not Adj,Not Prelim,4950,4560,390,7.9
2015,Jan,Tulare County,Not Adj,Not Prelim,202300,174400,28000,13.8
2015,Feb,Tulare County,Not Adj,Not Prelim,202300,175000,27300,13.5
2015,Mar,Tulare County,Not Adj,Not Prelim,201200,173700,27500,13.7
2015,Apr,Tulare County,Not Adj,Not Prelim,205200,181400,23700,11.6
2015,May,Tulare County,Not Adj,Not Prelim,207100,184700,22400,10.8
2015,Jun,Tulare County,Not Adj,Not Prelim,204400,181200,23200,11.4
2015,Jul,Tulare County,Not Adj,Not Prelim,205200,181600,23600,11.5
2015,Aug,Tulare County,Not Adj,Not Prelim,202200,180500,21700,10.7
2015,Sep,Tulare County,Not Adj,Not Prelim,200500,180300,20200,10.1
2015,Oct,Tulare County,Not Adj,Not Prelim,196300,175400,20900,10.6
2015,Nov,Tulare County,Not Adj,Not Prelim,199700,178000,21700,10.9
2015,Dec,Tulare County,Not Adj,Not Prelim,199100,175600,23500,11.8
2015,Jan,Tuolumne County,Not Adj,Not Prelim,21450,19620,1830,8.5
2015,Feb,Tuolumne County,Not Adj,Not Prelim,21380,19620,1770,8.3
2015,Mar,Tuolumne County,Not Adj,Not Prelim,21420,19700,1720,8
2015,Apr,Tuolumne County,Not Adj,Not Prelim,21410,19860,1550,7.2
2015,May,Tuolumne County,Not Adj,Not Prelim,21760,20270,1480,6.8
2015,Jun,Tuolumne County,Not Adj,Not Prelim,21730,20200,1530,7
2015,Jul,Tuolumne County,Not Adj,Not Prelim,21770,20220,1550,7.1
2015,Aug,Tuolumne County,Not Adj,Not Prelim,21640,20210,1430,6.6
2015,Sep,Tuolumne County,Not Adj,Not Prelim,21580,20250,1330,6.2
2015,Oct,Tuolumne County,Not Adj,Not Prelim,21420,20070,1360,6.3
2015,Nov,Tuolumne County,Not Adj,Not Prelim,21460,20080,1380,6.4
2015,Dec,Tuolumne County,Not Adj,Not Prelim,21380,19980,1400,6.5
2015,Jan,Ventura County,Not Adj,Not Prelim,429400,401900,27500,6.4
2015,Feb,Ventura County,Not Adj,Not Prelim,431200,405400,25700,6
2015,Mar,Ventura County,Not Adj,Not Prelim,431800,406900,25000,5.8
2015,Apr,Ventura County,Not Adj,Not Prelim,429100,406400,22700,5.3
2015,May,Ventura County,Not Adj,Not Prelim,428800,405900,22900,5.3
2015,Jun,Ventura County,Not Adj,Not Prelim,426200,402000,24200,5.7
2015,Jul,Ventura County,Not Adj,Not Prelim,423400,397800,25600,6
2015,Aug,Ventura County,Not Adj,Not Prelim,421000,396100,24900,5.9
2015,Sep,Ventura County,Not Adj,Not Prelim,422800,399300,23500,5.6
2015,Oct,Ventura County,Not Adj,Not Prelim,427000,403900,23100,5.4
2015,Nov,Ventura County,Not Adj,Not Prelim,428100,404800,23300,5.4
2015,Dec,Ventura County,Not Adj,Not Prelim,428000,405300,22700,5.3
2015,Jan,Yolo County,Not Adj,Not Prelim,103900,95600,8200,7.9
2015,Feb,Yolo County,Not Adj,Not Prelim,104000,96100,7900,7.6
2015,Mar,Yolo County,Not Adj,Not Prelim,104300,96700,7600,7.3
2015,Apr,Yolo County,Not Adj,Not Prelim,103600,97100,6500,6.3
2015,May,Yolo County,Not Adj,Not Prelim,103900,97600,6300,6.1
2015,Jun,Yolo County,Not Adj,Not Prelim,104500,97900,6700,6.4
2015,Jul,Yolo County,Not Adj,Not Prelim,105000,98300,6700,6.4
2015,Aug,Yolo County,Not Adj,Not Prelim,104200,97900,6300,6
2015,Sep,Yolo County,Not Adj,Not Prelim,103500,97700,5700,5.5
2015,Oct,Yolo County,Not Adj,Not Prelim,104000,97800,6100,5.9
2015,Nov,Yolo County,Not Adj,Not Prelim,104200,97700,6500,6.2
2015,Dec,Yolo County,Not Adj,Not Prelim,104800,98200,6600,6.3
2015,Jan,Yuba County,Not Adj,Not Prelim,27500,24300,3100,11.5
2015,Feb,Yuba County,Not Adj,Not Prelim,27500,24400,3000,11.1
2015,Mar,Yuba County,Not Adj,Not Prelim,27700,24800,3000,10.7
2015,Apr,Yuba County,Not Adj,Not Prelim,27500,24900,2600,9.6
2015,May,Yuba County,Not Adj,Not Prelim,27800,25200,2500,9.1
2015,Jun,Yuba County,Not Adj,Not Prelim,27800,25200,2600,9.4
2015,Jul,Yuba County,Not Adj,Not Prelim,27900,25300,2600,9.2
2015,Aug,Yuba County,Not Adj,Not Prelim,28100,25800,2300,8.3
2015,Sep,Yuba County,Not Adj,Not Prelim,27800,25600,2200,7.8
2015,Oct,Yuba County,Not Adj,Not Prelim,27800,25600,2200,7.9
2015,Nov,Yuba County,Not Adj,Not Prelim,27700,25300,2400,8.7
2015,Dec,Yuba County,Not Adj,Not Prelim,27700,25200,2500,9
