,year,zip_code,causes_of_death,count
138346,2015,91001,STK,12
138347,2015,91001,SUI,<11
138348,2015,91006,ALZ,12
138349,2015,91006,CAN,69
138350,2015,91006,CLD,<11
138351,2015,91006,DIA,<11
138352,2015,91006,HOM,<11
138353,2015,91006,HTD,57
138354,2015,91006,HYP,<11
138355,2015,91006,INJ,<11
138356,2015,91006,LIV,<11
138357,2015,91006,NEP,<11
138358,2015,91006,OTH,26
138359,2015,91006,PNF,12
138360,2015,91006,STK,24
138361,2015,91006,SUI,0
138362,2015,91007,ALZ,17
138363,2015,91007,CAN,51
138364,2015,91007,CLD,15
138365,2015,91007,DIA,0
138366,2015,91007,HOM,<11
138367,2015,91007,HTD,80
138368,2015,91007,HYP,<11
138369,2015,91007,INJ,<11
138370,2015,91007,LIV,<11
138371,2015,91007,NEP,<11
138372,2015,91007,OTH,33
138373,2015,91007,PNF,12
138374,2015,91007,STK,22
138375,2015,91007,SUI,<11
138376,2015,91008,ALZ,<11
138377,2015,91008,CAN,<11
138378,2015,91008,CLD,0
138379,2015,91008,DIA,0
138380,2015,91008,HOM,0
138381,2015,91008,HTD,<11
138382,2015,91008,HYP,0
138383,2015,91008,INJ,0
138384,2015,91008,LIV,0
138385,2015,91008,NEP,0
138386,2015,91008,OTH,<11
138387,2015,91008,PNF,<11
138388,2015,91008,STK,0
138389,2015,91008,SUI,0
138390,2015,91010,ALZ,12
138391,2015,91010,CAN,57
138392,2015,91010,CLD,16
138393,2015,91010,DIA,<11
138394,2015,91010,HOM,<11
138395,2015,91010,HTD,55
138396,2015,91010,HYP,<11
138397,2015,91010,INJ,<11
138398,2015,91010,LIV,<11
138399,2015,91010,NEP,<11
138400,2015,91010,OTH,34
138401,2015,91010,PNF,<11
138402,2015,91010,STK,18
138403,2015,91010,SUI,<11
138404,2015,91011,ALZ,14
138405,2015,91011,CAN,27
138406,2015,91011,CLD,<11
138407,2015,91011,DIA,<11
138408,2015,91011,HOM,<11
138409,2015,91011,HTD,33
138410,2015,91011,HYP,<11
138411,2015,91011,INJ,<11
138412,2015,91011,LIV,0
138413,2015,91011,NEP,<11
138414,2015,91011,OTH,23
138415,2015,91011,PNF,<11
138416,2015,91011,STK,<11
138417,2015,91011,SUI,<11
138418,2015,91016,ALZ,17
138419,2015,91016,CAN,63
138420,2015,91016,CLD,23
138421,2015,91016,DIA,<11
138422,2015,91016,HOM,<11
138423,2015,91016,HTD,83
138424,2015,91016,HYP,<11
138425,2015,91016,INJ,<11
138426,2015,91016,LIV,<11
138427,2015,91016,NEP,<11
138428,2015,91016,OTH,41
138429,2015,91016,PNF,<11
138430,2015,91016,STK,14
138431,2015,91016,SUI,<11
138432,2015,91020,ALZ,<11
138433,2015,91020,CAN,12
138434,2015,91020,CLD,<11
138435,2015,91020,DIA,<11
138436,2015,91020,HOM,0
138437,2015,91020,HTD,20
138438,2015,91020,HYP,<11
138439,2015,91020,INJ,<11
138440,2015,91020,LIV,<11
138441,2015,91020,NEP,0
138442,2015,91020,OTH,<11
138443,2015,91020,PNF,<11
138444,2015,91020,STK,<11
138445,2015,91020,SUI,0
138446,2015,91024,ALZ,<11
138447,2015,91024,CAN,33
138448,2015,91024,CLD,11
138449,2015,91024,DIA,<11
138450,2015,91024,HOM,0
138451,2015,91024,HTD,21
138452,2015,91024,HYP,0
138453,2015,91024,INJ,<11
138454,2015,91024,LIV,<11
138455,2015,91024,NEP,<11
138456,2015,91024,OTH,<11
138457,2015,91024,PNF,0
138458,2015,91024,STK,<11
138459,2015,91024,SUI,<11
138460,2015,91030,ALZ,<11
138461,2015,91030,CAN,28
138462,2015,91030,CLD,<11
138463,2015,91030,DIA,<11
138464,2015,91030,HOM,0
138465,2015,91030,HTD,28
138466,2015,91030,HYP,<11
138467,2015,91030,INJ,<11
138468,2015,91030,LIV,<11
138469,2015,91030,NEP,<11
138470,2015,91030,OTH,30
138471,2015,91030,PNF,<11
138472,2015,91030,STK,<11
138473,2015,91030,SUI,<11
138474,2015,91040,ALZ,11
138475,2015,91040,CAN,36
138476,2015,91040,CLD,16
138477,2015,91040,DIA,<11
138478,2015,91040,HOM,<11
138479,2015,91040,HTD,52
138480,2015,91040,HYP,<11
138481,2015,91040,INJ,<11
138482,2015,91040,LIV,<11
138483,2015,91040,NEP,<11
138484,2015,91040,OTH,24
138485,2015,91040,PNF,11
138486,2015,91040,STK,<11
138487,2015,91040,SUI,<11
138488,2015,91042,ALZ,17
138489,2015,91042,CAN,57
138490,2015,91042,CLD,12
138491,2015,91042,DIA,<11
138492,2015,91042,HOM,<11
138493,2015,91042,HTD,52
138494,2015,91042,HYP,<11
138495,2015,91042,INJ,<11
138496,2015,91042,LIV,<11
138497,2015,91042,NEP,<11
138498,2015,91042,OTH,24
138499,2015,91042,PNF,<11
138500,2015,91042,STK,15
138501,2015,91042,SUI,<11
138502,2015,91046,ALZ,0
138503,2015,91046,CAN,<11
138504,2015,91046,CLD,0
138505,2015,91046,DIA,0
138506,2015,91046,HOM,0
138507,2015,91046,HTD,<11
138508,2015,91046,HYP,0
138509,2015,91046,INJ,0
138510,2015,91046,LIV,0
138511,2015,91046,NEP,0
138512,2015,91046,OTH,0
138513,2015,91046,PNF,0
138514,2015,91046,STK,0
138515,2015,91046,SUI,0
138516,2015,91101,ALZ,13
138517,2015,91101,CAN,27
138518,2015,91101,CLD,<11
138519,2015,91101,DIA,<11
138520,2015,91101,HOM,0
138521,2015,91101,HTD,47
138522,2015,91101,HYP,<11
138523,2015,91101,INJ,<11
138524,2015,91101,LIV,<11
138525,2015,91101,NEP,<11
138526,2015,91101,OTH,21
138527,2015,91101,PNF,<11
138528,2015,91101,STK,15
138529,2015,91101,SUI,<11
138530,2015,91103,ALZ,15
138531,2015,91103,CAN,54
138532,2015,91103,CLD,<11
138533,2015,91103,DIA,<11
138534,2015,91103,HOM,<11
138535,2015,91103,HTD,52
138536,2015,91103,HYP,<11
138537,2015,91103,INJ,<11
138538,2015,91103,LIV,<11
138539,2015,91103,NEP,<11
138540,2015,91103,OTH,23
138541,2015,91103,PNF,<11
138542,2015,91103,STK,<11
138543,2015,91103,SUI,<11
138544,2015,91104,ALZ,23
138545,2015,91104,CAN,63
138546,2015,91104,CLD,18
138547,2015,91104,DIA,<11
138548,2015,91104,HOM,0
138549,2015,91104,HTD,83
138550,2015,91104,HYP,<11
138551,2015,91104,INJ,<11
138552,2015,91104,LIV,<11
138553,2015,91104,NEP,<11
138554,2015,91104,OTH,41
138555,2015,91104,PNF,<11
138556,2015,91104,STK,16
138557,2015,91104,SUI,<11
138558,2015,91105,ALZ,11
138559,2015,91105,CAN,24
138560,2015,91105,CLD,11
138561,2015,91105,DIA,<11
138562,2015,91105,HOM,<11
138563,2015,91105,HTD,46
138564,2015,91105,HYP,<11
138565,2015,91105,INJ,<11
138566,2015,91105,LIV,<11
138567,2015,91105,NEP,<11
138568,2015,91105,OTH,15
138569,2015,91105,PNF,<11
138570,2015,91105,STK,<11
138571,2015,91105,SUI,<11
138572,2015,91106,ALZ,<11
138573,2015,91106,CAN,31
138574,2015,91106,CLD,<11
138575,2015,91106,DIA,<11
138576,2015,91106,HOM,0
138577,2015,91106,HTD,27
138578,2015,91106,HYP,<11
138579,2015,91106,INJ,<11
138580,2015,91106,LIV,<11
138581,2015,91106,NEP,<11
138582,2015,91106,OTH,15
138583,2015,91106,PNF,<11
138584,2015,91106,STK,<11
138585,2015,91106,SUI,<11
138586,2015,91107,ALZ,23
138587,2015,91107,CAN,65
138588,2015,91107,CLD,<11
138589,2015,91107,DIA,<11
138590,2015,91107,HOM,<11
138591,2015,91107,HTD,70
138592,2015,91107,HYP,<11
138593,2015,91107,INJ,12
138594,2015,91107,LIV,<11
138595,2015,91107,NEP,<11
138596,2015,91107,OTH,30
138597,2015,91107,PNF,14
138598,2015,91107,STK,18
138599,2015,91107,SUI,<11
138600,2015,91108,ALZ,<11
138601,2015,91108,CAN,23
138602,2015,91108,CLD,<11
138603,2015,91108,DIA,<11
138604,2015,91108,HOM,0
138605,2015,91108,HTD,24
138606,2015,91108,HYP,<11
138607,2015,91108,INJ,<11
138608,2015,91108,LIV,0
138609,2015,91108,NEP,<11
138610,2015,91108,OTH,11
138611,2015,91108,PNF,<11
138612,2015,91108,STK,<11
138613,2015,91108,SUI,<11
138614,2015,91201,ALZ,<11
138615,2015,91201,CAN,54
138616,2015,91201,CLD,<11
138617,2015,91201,DIA,<11
138618,2015,91201,HOM,0
138619,2015,91201,HTD,41
138620,2015,91201,HYP,<11
138621,2015,91201,INJ,<11
138622,2015,91201,LIV,0
138623,2015,91201,NEP,<11
138624,2015,91201,OTH,23
138625,2015,91201,PNF,<11
138626,2015,91201,STK,12
138627,2015,91201,SUI,<11
138628,2015,91202,ALZ,13
138629,2015,91202,CAN,45
138630,2015,91202,CLD,11
138631,2015,91202,DIA,<11
138632,2015,91202,HOM,0
138633,2015,91202,HTD,43
138634,2015,91202,HYP,<11
138635,2015,91202,INJ,<11
138636,2015,91202,LIV,<11
138637,2015,91202,NEP,<11
138638,2015,91202,OTH,21
138639,2015,91202,PNF,<11
138640,2015,91202,STK,<11
138641,2015,91202,SUI,<11
138642,2015,91203,ALZ,<11
138643,2015,91203,CAN,37
138644,2015,91203,CLD,<11
138645,2015,91203,DIA,<11
138646,2015,91203,HOM,<11
138647,2015,91203,HTD,24
138648,2015,91203,HYP,0
138649,2015,91203,INJ,<11
138650,2015,91203,LIV,<11
138651,2015,91203,NEP,0
138652,2015,91203,OTH,<11
138653,2015,91203,PNF,<11
138654,2015,91203,STK,<11
138655,2015,91203,SUI,<11
138656,2015,91204,ALZ,13
138657,2015,91204,CAN,35
138658,2015,91204,CLD,15
138659,2015,91204,DIA,<11
138660,2015,91204,HOM,0
138661,2015,91204,HTD,39
138662,2015,91204,HYP,<11
138663,2015,91204,INJ,<11
138664,2015,91204,LIV,0
138665,2015,91204,NEP,<11
138666,2015,91204,OTH,13
138667,2015,91204,PNF,11
138668,2015,91204,STK,<11
138669,2015,91204,SUI,0
138670,2015,91205,ALZ,32
138671,2015,91205,CAN,84
138672,2015,91205,CLD,17
138673,2015,91205,DIA,12
138674,2015,91205,HOM,<11
138675,2015,91205,HTD,73
138676,2015,91205,HYP,<11
138677,2015,91205,INJ,<11
138678,2015,91205,LIV,<11
138679,2015,91205,NEP,<11
138680,2015,91205,OTH,30
138681,2015,91205,PNF,12
138682,2015,91205,STK,22
138683,2015,91205,SUI,<11
138684,2015,91206,ALZ,23
138685,2015,91206,CAN,68
138686,2015,91206,CLD,15
138687,2015,91206,DIA,<11
138688,2015,91206,HOM,0
138689,2015,91206,HTD,81
138690,2015,91206,HYP,<11
138691,2015,91206,INJ,<11
138692,2015,91206,LIV,<11
138693,2015,91206,NEP,<11
138694,2015,91206,OTH,35
138695,2015,91206,PNF,<11
138696,2015,91206,STK,13
138697,2015,91206,SUI,<11
138698,2015,91207,ALZ,<11
138699,2015,91207,CAN,18
138700,2015,91207,CLD,<11
138701,2015,91207,DIA,<11
138702,2015,91207,HOM,0
138703,2015,91207,HTD,19
138704,2015,91207,HYP,<11
138705,2015,91207,INJ,<11
138706,2015,91207,LIV,<11
138707,2015,91207,NEP,<11
138708,2015,91207,OTH,12
138709,2015,91207,PNF,<11
138710,2015,91207,STK,<11
138711,2015,91207,SUI,<11
138712,2015,91208,ALZ,12
138713,2015,91208,CAN,29
138714,2015,91208,CLD,<11
138715,2015,91208,DIA,<11
138716,2015,91208,HOM,0
138717,2015,91208,HTD,29
138718,2015,91208,HYP,<11
138719,2015,91208,INJ,<11
138720,2015,91208,LIV,<11
138721,2015,91208,NEP,0
138722,2015,91208,OTH,20
138723,2015,91208,PNF,<11
138724,2015,91208,STK,<11
138725,2015,91208,SUI,<11
138726,2015,91210,ALZ,<11
138727,2015,91210,CAN,0
138728,2015,91210,CLD,0
138729,2015,91210,DIA,0
138730,2015,91210,HOM,0
138731,2015,91210,HTD,<11
138732,2015,91210,HYP,0
138733,2015,91210,INJ,0
138734,2015,91210,LIV,0
138735,2015,91210,NEP,0
138736,2015,91210,OTH,0
138737,2015,91210,PNF,0
138738,2015,91210,STK,0
138739,2015,91210,SUI,0
138740,2015,91214,ALZ,20
138741,2015,91214,CAN,47
138742,2015,91214,CLD,19
138743,2015,91214,DIA,<11
138744,2015,91214,HOM,<11
138745,2015,91214,HTD,46
138746,2015,91214,HYP,<11
138747,2015,91214,INJ,<11
138748,2015,91214,LIV,<11
138749,2015,91214,NEP,<11
138750,2015,91214,OTH,29
138751,2015,91214,PNF,<11
138752,2015,91214,STK,<11
138753,2015,91214,SUI,<11
138754,2015,91301,ALZ,19
138755,2015,91301,CAN,36
138756,2015,91301,CLD,<11
138757,2015,91301,DIA,<11
138758,2015,91301,HOM,0
138759,2015,91301,HTD,37
138760,2015,91301,HYP,<11
138761,2015,91301,INJ,<11
138762,2015,91301,LIV,<11
138763,2015,91301,NEP,0
138764,2015,91301,OTH,19
138765,2015,91301,PNF,<11
138766,2015,91301,STK,<11
138767,2015,91301,SUI,<11
138768,2015,91302,ALZ,<11
138769,2015,91302,CAN,27
138770,2015,91302,CLD,<11
138771,2015,91302,DIA,<11
138772,2015,91302,HOM,0
138773,2015,91302,HTD,35
138774,2015,91302,HYP,<11
138775,2015,91302,INJ,<11
138776,2015,91302,LIV,<11
138777,2015,91302,NEP,<11
138778,2015,91302,OTH,30
138779,2015,91302,PNF,<11
138780,2015,91302,STK,<11
138781,2015,91302,SUI,0
138782,2015,91303,ALZ,<11
138783,2015,91303,CAN,32
138784,2015,91303,CLD,<11
138785,2015,91303,DIA,<11
138786,2015,91303,HOM,<11
138787,2015,91303,HTD,37
138788,2015,91303,HYP,<11
138789,2015,91303,INJ,<11
138790,2015,91303,LIV,<11
138791,2015,91303,NEP,<11
138792,2015,91303,OTH,13
138793,2015,91303,PNF,<11
138794,2015,91303,STK,<11
138795,2015,91303,SUI,<11
138796,2015,91304,ALZ,21
138797,2015,91304,CAN,67
138798,2015,91304,CLD,19
138799,2015,91304,DIA,<11
138800,2015,91304,HOM,<11
138801,2015,91304,HTD,92
138802,2015,91304,HYP,<11
138803,2015,91304,INJ,<11
138804,2015,91304,LIV,<11
138805,2015,91304,NEP,<11
138806,2015,91304,OTH,48
138807,2015,91304,PNF,<11
138808,2015,91304,STK,18
138809,2015,91304,SUI,<11
138810,2015,91306,ALZ,13
138811,2015,91306,CAN,60
138812,2015,91306,CLD,14
138813,2015,91306,DIA,11
138814,2015,91306,HOM,<11
138815,2015,91306,HTD,70
138816,2015,91306,HYP,<11
138817,2015,91306,INJ,11
138818,2015,91306,LIV,0
138819,2015,91306,NEP,<11
138820,2015,91306,OTH,30
138821,2015,91306,PNF,<11
138822,2015,91306,STK,18
138823,2015,91306,SUI,<11
138824,2015,91307,ALZ,21
138825,2015,91307,CAN,45
138826,2015,91307,CLD,<11
138827,2015,91307,DIA,11
138828,2015,91307,HOM,<11
138829,2015,91307,HTD,52
138830,2015,91307,HYP,<11
138831,2015,91307,INJ,<11
138832,2015,91307,LIV,<11
138833,2015,91307,NEP,<11
138834,2015,91307,OTH,22
138835,2015,91307,PNF,<11
138836,2015,91307,STK,<11
138837,2015,91307,SUI,<11
138838,2015,91311,ALZ,26
138839,2015,91311,CAN,76
138840,2015,91311,CLD,17
138841,2015,91311,DIA,<11
138842,2015,91311,HOM,0
138843,2015,91311,HTD,97
138844,2015,91311,HYP,<11
138845,2015,91311,INJ,<11
138846,2015,91311,LIV,<11
138847,2015,91311,NEP,<11
138848,2015,91311,OTH,36
138849,2015,91311,PNF,<11
138850,2015,91311,STK,20
138851,2015,91311,SUI,<11
138852,2015,91316,ALZ,<11
138853,2015,91316,CAN,64
138854,2015,91316,CLD,<11
138855,2015,91316,DIA,<11
138856,2015,91316,HOM,0
138857,2015,91316,HTD,70
138858,2015,91316,HYP,<11
138859,2015,91316,INJ,<11
138860,2015,91316,LIV,<11
138861,2015,91316,NEP,<11
138862,2015,91316,OTH,24
138863,2015,91316,PNF,<11
138864,2015,91316,STK,<11
138865,2015,91316,SUI,<11
138866,2015,91320,ALZ,18
138867,2015,91320,CAN,61
138868,2015,91320,CLD,<11
138869,2015,91320,DIA,<11
138870,2015,91320,HOM,0
138871,2015,91320,HTD,50
138872,2015,91320,HYP,<11
138873,2015,91320,INJ,<11
138874,2015,91320,LIV,<11
138875,2015,91320,NEP,<11
138876,2015,91320,OTH,38
138877,2015,91320,PNF,<11
138878,2015,91320,STK,12
138879,2015,91320,SUI,<11
138880,2015,91321,ALZ,26
138881,2015,91321,CAN,51
138882,2015,91321,CLD,11
138883,2015,91321,DIA,<11
138884,2015,91321,HOM,<11
138885,2015,91321,HTD,65
138886,2015,91321,HYP,<11
138887,2015,91321,INJ,11
138888,2015,91321,LIV,<11
138889,2015,91321,NEP,<11
138890,2015,91321,OTH,30
138891,2015,91321,PNF,<11
138892,2015,91321,STK,20
138893,2015,91321,SUI,<11
138894,2015,91324,ALZ,18
138895,2015,91324,CAN,47
138896,2015,91324,CLD,15
138897,2015,91324,DIA,<11
138898,2015,91324,HOM,0
138899,2015,91324,HTD,79
138900,2015,91324,HYP,12
138901,2015,91324,INJ,<11
138902,2015,91324,LIV,<11
138903,2015,91324,NEP,<11
138904,2015,91324,OTH,33
138905,2015,91324,PNF,<11
138906,2015,91324,STK,12
138907,2015,91324,SUI,<11
138908,2015,91325,ALZ,15
138909,2015,91325,CAN,58
138910,2015,91325,CLD,13
138911,2015,91325,DIA,14
138912,2015,91325,HOM,0
138913,2015,91325,HTD,83
138914,2015,91325,HYP,<11
138915,2015,91325,INJ,<11
138916,2015,91325,LIV,<11
138917,2015,91325,NEP,<11
138918,2015,91325,OTH,33
138919,2015,91325,PNF,<11
138920,2015,91325,STK,11
138921,2015,91325,SUI,<11
138922,2015,91326,ALZ,24
138923,2015,91326,CAN,47
138924,2015,91326,CLD,<11
138925,2015,91326,DIA,<11
138926,2015,91326,HOM,<11
138927,2015,91326,HTD,61
138928,2015,91326,HYP,<11
138929,2015,91326,INJ,<11
138930,2015,91326,LIV,<11
138931,2015,91326,NEP,<11
138932,2015,91326,OTH,30
138933,2015,91326,PNF,<11
138934,2015,91326,STK,12
138935,2015,91326,SUI,<11
138936,2015,91331,ALZ,16
138937,2015,91331,CAN,98
138938,2015,91331,CLD,<11
138939,2015,91331,DIA,22
138940,2015,91331,HOM,<11
138941,2015,91331,HTD,108
138942,2015,91331,HYP,14
138943,2015,91331,INJ,19
138944,2015,91331,LIV,18
138945,2015,91331,NEP,<11
138946,2015,91331,OTH,65
138947,2015,91331,PNF,15
138948,2015,91331,STK,19
138949,2015,91331,SUI,<11
138950,2015,91335,ALZ,52
138951,2015,91335,CAN,119
138952,2015,91335,CLD,22
138953,2015,91335,DIA,13
138954,2015,91335,HOM,<11
138955,2015,91335,HTD,150
138956,2015,91335,HYP,12
138957,2015,91335,INJ,17
138958,2015,91335,LIV,11
138959,2015,91335,NEP,<11
138960,2015,91335,OTH,75
138961,2015,91335,PNF,26
138962,2015,91335,STK,29
138963,2015,91335,SUI,<11
138964,2015,91340,ALZ,<11
138965,2015,91340,CAN,42
138966,2015,91340,CLD,<11
138967,2015,91340,DIA,<11
138968,2015,91340,HOM,<11
138969,2015,91340,HTD,43
138970,2015,91340,HYP,<11
138971,2015,91340,INJ,<11
138972,2015,91340,LIV,<11
138973,2015,91340,NEP,<11
138974,2015,91340,OTH,26
138975,2015,91340,PNF,<11
138976,2015,91340,STK,12
138977,2015,91340,SUI,<11
138978,2015,91342,ALZ,23
138979,2015,91342,CAN,111
138980,2015,91342,CLD,30
138981,2015,91342,DIA,23
138982,2015,91342,HOM,<11
138983,2015,91342,HTD,151
138984,2015,91342,HYP,12
138985,2015,91342,INJ,21
138986,2015,91342,LIV,14
138987,2015,91342,NEP,11
138988,2015,91342,OTH,89
138989,2015,91342,PNF,12
138990,2015,91342,STK,26
138991,2015,91342,SUI,13
138992,2015,91343,ALZ,16
138993,2015,91343,CAN,77
138994,2015,91343,CLD,16
138995,2015,91343,DIA,<11
138996,2015,91343,HOM,<11
138997,2015,91343,HTD,67
138998,2015,91343,HYP,<11
138999,2015,91343,INJ,12
139000,2015,91343,LIV,<11
139001,2015,91343,NEP,<11
139002,2015,91343,OTH,51
139003,2015,91343,PNF,<11
139004,2015,91343,STK,18
139005,2015,91343,SUI,<11
139006,2015,91344,ALZ,23
139007,2015,91344,CAN,103
139008,2015,91344,CLD,24
139009,2015,91344,DIA,12
139010,2015,91344,HOM,0
139011,2015,91344,HTD,122
139012,2015,91344,HYP,<11
139013,2015,91344,INJ,20
139014,2015,91344,LIV,<11
139015,2015,91344,NEP,<11
139016,2015,91344,OTH,52
139017,2015,91344,PNF,20
139018,2015,91344,STK,25
139019,2015,91344,SUI,<11
139020,2015,91345,ALZ,<11
139021,2015,91345,CAN,22
139022,2015,91345,CLD,<11
139023,2015,91345,DIA,11
139024,2015,91345,HOM,0
139025,2015,91345,HTD,53
139026,2015,91345,HYP,<11
139027,2015,91345,INJ,<11
139028,2015,91345,LIV,<11
139029,2015,91345,NEP,<11
139030,2015,91345,OTH,22
139031,2015,91345,PNF,<11
139032,2015,91345,STK,<11
139033,2015,91345,SUI,<11
139034,2015,91350,ALZ,15
139035,2015,91350,CAN,57
139036,2015,91350,CLD,<11
139037,2015,91350,DIA,<11
139038,2015,91350,HOM,<11
139039,2015,91350,HTD,43
139040,2015,91350,HYP,<11
139041,2015,91350,INJ,<11
139042,2015,91350,LIV,0
139043,2015,91350,NEP,<11
139044,2015,91350,OTH,19
139045,2015,91350,PNF,<11
139046,2015,91350,STK,20
139047,2015,91350,SUI,<11
139048,2015,91351,ALZ,<11
139049,2015,91351,CAN,43
139050,2015,91351,CLD,<11
139051,2015,91351,DIA,<11
139052,2015,91351,HOM,0
139053,2015,91351,HTD,44
139054,2015,91351,HYP,<11
139055,2015,91351,INJ,15
139056,2015,91351,LIV,<11
139057,2015,91351,NEP,<11
139058,2015,91351,OTH,<11
139059,2015,91351,PNF,<11
139060,2015,91351,STK,<11
139061,2015,91351,SUI,<11
139062,2015,91352,ALZ,20
139063,2015,91352,CAN,57
139064,2015,91352,CLD,17
139065,2015,91352,DIA,11
139066,2015,91352,HOM,<11
139067,2015,91352,HTD,70
139068,2015,91352,HYP,<11
139069,2015,91352,INJ,12
139070,2015,91352,LIV,11
139071,2015,91352,NEP,<11
139072,2015,91352,OTH,22
139073,2015,91352,PNF,<11
139074,2015,91352,STK,14
139075,2015,91352,SUI,<11
139076,2015,91354,ALZ,11
139077,2015,91354,CAN,34
139078,2015,91354,CLD,<11
139079,2015,91354,DIA,<11
139080,2015,91354,HOM,<11
139081,2015,91354,HTD,27
139082,2015,91354,HYP,<11
139083,2015,91354,INJ,<11
139084,2015,91354,LIV,<11
139085,2015,91354,NEP,<11
139086,2015,91354,OTH,25
139087,2015,91354,PNF,<11
139088,2015,91354,STK,<11
139089,2015,91354,SUI,<11
139090,2015,91355,ALZ,24
139091,2015,91355,CAN,46
139092,2015,91355,CLD,14
139093,2015,91355,DIA,<11
139094,2015,91355,HOM,0
139095,2015,91355,HTD,47
139096,2015,91355,HYP,<11
139097,2015,91355,INJ,<11
139098,2015,91355,LIV,<11
139099,2015,91355,NEP,0
139100,2015,91355,OTH,24
139101,2015,91355,PNF,<11
139102,2015,91355,STK,11
139103,2015,91355,SUI,<11
139104,2015,91356,ALZ,21
139105,2015,91356,CAN,59
139106,2015,91356,CLD,18
139107,2015,91356,DIA,<11
139108,2015,91356,HOM,0
139109,2015,91356,HTD,84
139110,2015,91356,HYP,<11
139111,2015,91356,INJ,<11
139112,2015,91356,LIV,<11
139113,2015,91356,NEP,<11
139114,2015,91356,OTH,33
139115,2015,91356,PNF,<11
139116,2015,91356,STK,14
139117,2015,91356,SUI,<11
139118,2015,91360,ALZ,47
139119,2015,91360,CAN,95
139120,2015,91360,CLD,15
139121,2015,91360,DIA,<11
139122,2015,91360,HOM,0
139123,2015,91360,HTD,123
139124,2015,91360,HYP,19
139125,2015,91360,INJ,13
139126,2015,91360,LIV,<11
139127,2015,91360,NEP,<11
139128,2015,91360,OTH,68
139129,2015,91360,PNF,<11
139130,2015,91360,STK,23
139131,2015,91360,SUI,<11
139132,2015,91361,ALZ,21
139133,2015,91361,CAN,49
139134,2015,91361,CLD,<11
139135,2015,91361,DIA,<11
139136,2015,91361,HOM,0
139137,2015,91361,HTD,46
139138,2015,91361,HYP,<11
139139,2015,91361,INJ,<11
139140,2015,91361,LIV,<11
139141,2015,91361,NEP,<11
139142,2015,91361,OTH,22
139143,2015,91361,PNF,<11
139144,2015,91361,STK,11
139145,2015,91361,SUI,<11
139146,2015,91362,ALZ,21
139147,2015,91362,CAN,58
139148,2015,91362,CLD,<11
139149,2015,91362,DIA,<11
139150,2015,91362,HOM,0
139151,2015,91362,HTD,48
139152,2015,91362,HYP,<11
139153,2015,91362,INJ,11
139154,2015,91362,LIV,<11
139155,2015,91362,NEP,<11
139156,2015,91362,OTH,44
139157,2015,91362,PNF,<11
139158,2015,91362,STK,16
139159,2015,91362,SUI,<11
139160,2015,91364,ALZ,25
139161,2015,91364,CAN,60
139162,2015,91364,CLD,12
139163,2015,91364,DIA,<11
139164,2015,91364,HOM,<11
139165,2015,91364,HTD,63
139166,2015,91364,HYP,<11
139167,2015,91364,INJ,<11
139168,2015,91364,LIV,<11
139169,2015,91364,NEP,<11
139170,2015,91364,OTH,28
139171,2015,91364,PNF,<11
139172,2015,91364,STK,15
139173,2015,91364,SUI,<11
139174,2015,91367,ALZ,38
139175,2015,91367,CAN,97
139176,2015,91367,CLD,15
139177,2015,91367,DIA,<11
139178,2015,91367,HOM,<11
139179,2015,91367,HTD,95
139180,2015,91367,HYP,<11
139181,2015,91367,INJ,19
139182,2015,91367,LIV,<11
139183,2015,91367,NEP,<11
139184,2015,91367,OTH,27
139185,2015,91367,PNF,<11
139186,2015,91367,STK,14
139187,2015,91367,SUI,<11
139188,2015,91377,ALZ,<11
139189,2015,91377,CAN,22
139190,2015,91377,CLD,0
139191,2015,91377,DIA,0
139192,2015,91377,HOM,0
139193,2015,91377,HTD,<11
139194,2015,91377,HYP,<11
139195,2015,91377,INJ,<11
139196,2015,91377,LIV,<11
139197,2015,91377,NEP,0
139198,2015,91377,OTH,<11
139199,2015,91377,PNF,0
139200,2015,91377,STK,<11
139201,2015,91377,SUI,<11
139202,2015,91381,ALZ,<11
139203,2015,91381,CAN,21
139204,2015,91381,CLD,<11
139205,2015,91381,DIA,<11
139206,2015,91381,HOM,0
139207,2015,91381,HTD,12
139208,2015,91381,HYP,<11
139209,2015,91381,INJ,<11
139210,2015,91381,LIV,<11
139211,2015,91381,NEP,<11
139212,2015,91381,OTH,<11
139213,2015,91381,PNF,<11
139214,2015,91381,STK,<11
139215,2015,91381,SUI,<11
139216,2015,91384,ALZ,<11
139217,2015,91384,CAN,33
139218,2015,91384,CLD,<11
139219,2015,91384,DIA,0
139220,2015,91384,HOM,<11
139221,2015,91384,HTD,19
139222,2015,91384,HYP,<11
139223,2015,91384,INJ,<11
139224,2015,91384,LIV,<11
139225,2015,91384,NEP,<11
139226,2015,91384,OTH,11
139227,2015,91384,PNF,<11
139228,2015,91384,STK,<11
139229,2015,91384,SUI,<11
139230,2015,91387,ALZ,13
139231,2015,91387,CAN,45
139232,2015,91387,CLD,13
139233,2015,91387,DIA,<11
139234,2015,91387,HOM,<11
139235,2015,91387,HTD,41
139236,2015,91387,HYP,<11
139237,2015,91387,INJ,<11
139238,2015,91387,LIV,<11
139239,2015,91387,NEP,<11
139240,2015,91387,OTH,18
139241,2015,91387,PNF,<11
139242,2015,91387,STK,<11
139243,2015,91387,SUI,<11
139244,2015,91390,ALZ,<11
139245,2015,91390,CAN,27
