,year,zip_code,causes_of_death,count
136080,2015,90001,ALZ,<11
136081,2015,90001,CAN,52
136082,2015,90001,CLD,<11
136083,2015,90001,DIA,16
136084,2015,90001,HOM,<11
136085,2015,90001,HTD,55
136086,2015,90001,HYP,<11
136087,2015,90001,INJ,18
136088,2015,90001,LIV,16
136089,2015,90001,NEP,<11
136090,2015,90001,OTH,39
136091,2015,90001,PNF,<11
136092,2015,90001,STK,17
136093,2015,90001,SUI,<11
136094,2015,90002,ALZ,<11
136095,2015,90002,CAN,60
136096,2015,90002,CLD,<11
136097,2015,90002,DIA,19
136098,2015,90002,HOM,<11
136099,2015,90002,HTD,67
136100,2015,90002,HYP,<11
136101,2015,90002,INJ,<11
136102,2015,90002,LIV,<11
136103,2015,90002,NEP,13
136104,2015,90002,OTH,36
136105,2015,90002,PNF,<11
136106,2015,90002,STK,19
136107,2015,90002,SUI,<11
136108,2015,90003,ALZ,18
136109,2015,90003,CAN,77
136110,2015,90003,CLD,16
136111,2015,90003,DIA,12
136112,2015,90003,HOM,19
136113,2015,90003,HTD,76
136114,2015,90003,HYP,<11
136115,2015,90003,INJ,26
136116,2015,90003,LIV,14
136117,2015,90003,NEP,11
136118,2015,90003,OTH,52
136119,2015,90003,PNF,<11
136120,2015,90003,STK,16
136121,2015,90003,SUI,<11
136122,2015,90004,ALZ,22
136123,2015,90004,CAN,61
136124,2015,90004,CLD,<11
136125,2015,90004,DIA,11
136126,2015,90004,HOM,<11
136127,2015,90004,HTD,80
136128,2015,90004,HYP,<11
136129,2015,90004,INJ,11
136130,2015,90004,LIV,<11
136131,2015,90004,NEP,<11
136132,2015,90004,OTH,32
136133,2015,90004,PNF,<11
136134,2015,90004,STK,17
136135,2015,90004,SUI,<11
136136,2015,90005,ALZ,<11
136137,2015,90005,CAN,43
136138,2015,90005,CLD,<11
136139,2015,90005,DIA,12
136140,2015,90005,HOM,<11
136141,2015,90005,HTD,48
136142,2015,90005,HYP,<11
136143,2015,90005,INJ,<11
136144,2015,90005,LIV,<11
136145,2015,90005,NEP,<11
136146,2015,90005,OTH,19
136147,2015,90005,PNF,<11
136148,2015,90005,STK,<11
136149,2015,90005,SUI,<11
136150,2015,90006,ALZ,<11
136151,2015,90006,CAN,48
136152,2015,90006,CLD,<11
136153,2015,90006,DIA,<11
136154,2015,90006,HOM,<11
136155,2015,90006,HTD,83
136156,2015,90006,HYP,<11
136157,2015,90006,INJ,12
136158,2015,90006,LIV,13
136159,2015,90006,NEP,<11
136160,2015,90006,OTH,31
136161,2015,90006,PNF,21
136162,2015,90006,STK,21
136163,2015,90006,SUI,<11
136164,2015,90007,ALZ,<11
136165,2015,90007,CAN,31
136166,2015,90007,CLD,<11
136167,2015,90007,DIA,<11
136168,2015,90007,HOM,<11
136169,2015,90007,HTD,36
136170,2015,90007,HYP,<11
136171,2015,90007,INJ,<11
136172,2015,90007,LIV,11
136173,2015,90007,NEP,<11
136174,2015,90007,OTH,18
136175,2015,90007,PNF,<11
136176,2015,90007,STK,12
136177,2015,90007,SUI,<11
136178,2015,90008,ALZ,17
136179,2015,90008,CAN,70
136180,2015,90008,CLD,12
136181,2015,90008,DIA,15
136182,2015,90008,HOM,<11
136183,2015,90008,HTD,98
136184,2015,90008,HYP,<11
136185,2015,90008,INJ,<11
136186,2015,90008,LIV,<11
136187,2015,90008,NEP,14
136188,2015,90008,OTH,44
136189,2015,90008,PNF,11
136190,2015,90008,STK,24
136191,2015,90008,SUI,0
136192,2015,90010,ALZ,<11
136193,2015,90010,CAN,<11
136194,2015,90010,CLD,<11
136195,2015,90010,DIA,<11
136196,2015,90010,HOM,0
136197,2015,90010,HTD,<11
136198,2015,90010,HYP,0
136199,2015,90010,INJ,0
136200,2015,90010,LIV,0
136201,2015,90010,NEP,<11
136202,2015,90010,OTH,<11
136203,2015,90010,PNF,<11
136204,2015,90010,STK,0
136205,2015,90010,SUI,<11
136206,2015,90011,ALZ,13
136207,2015,90011,CAN,101
136208,2015,90011,CLD,<11
136209,2015,90011,DIA,21
136210,2015,90011,HOM,15
136211,2015,90011,HTD,83
136212,2015,90011,HYP,13
136213,2015,90011,INJ,14
136214,2015,90011,LIV,21
136215,2015,90011,NEP,<11
136216,2015,90011,OTH,57
136217,2015,90011,PNF,15
136218,2015,90011,STK,24
136219,2015,90011,SUI,<11
136220,2015,90012,ALZ,<11
136221,2015,90012,CAN,57
136222,2015,90012,CLD,<11
136223,2015,90012,DIA,<11
136224,2015,90012,HOM,<11
136225,2015,90012,HTD,54
136226,2015,90012,HYP,16
136227,2015,90012,INJ,<11
136228,2015,90012,LIV,<11
136229,2015,90012,NEP,<11
136230,2015,90012,OTH,16
136231,2015,90012,PNF,14
136232,2015,90012,STK,16
136233,2015,90012,SUI,<11
136234,2015,90013,ALZ,0
136235,2015,90013,CAN,27
136236,2015,90013,CLD,<11
136237,2015,90013,DIA,<11
136238,2015,90013,HOM,<11
136239,2015,90013,HTD,39
136240,2015,90013,HYP,<11
136241,2015,90013,INJ,14
136242,2015,90013,LIV,<11
136243,2015,90013,NEP,<11
136244,2015,90013,OTH,24
136245,2015,90013,PNF,<11
136246,2015,90013,STK,<11
136247,2015,90013,SUI,<11
136248,2015,90014,ALZ,0
136249,2015,90014,CAN,<11
136250,2015,90014,CLD,<11
136251,2015,90014,DIA,<11
136252,2015,90014,HOM,<11
136253,2015,90014,HTD,27
136254,2015,90014,HYP,<11
136255,2015,90014,INJ,<11
136256,2015,90014,LIV,<11
136257,2015,90014,NEP,<11
136258,2015,90014,OTH,12
136259,2015,90014,PNF,<11
136260,2015,90014,STK,<11
136261,2015,90014,SUI,<11
136262,2015,90015,ALZ,<11
136263,2015,90015,CAN,<11
136264,2015,90015,CLD,<11
136265,2015,90015,DIA,<11
136266,2015,90015,HOM,<11
136267,2015,90015,HTD,24
136268,2015,90015,HYP,<11
136269,2015,90015,INJ,<11
136270,2015,90015,LIV,<11
136271,2015,90015,NEP,0
136272,2015,90015,OTH,<11
136273,2015,90015,PNF,<11
136274,2015,90015,STK,11
136275,2015,90015,SUI,<11
136276,2015,90016,ALZ,19
136277,2015,90016,CAN,91
136278,2015,90016,CLD,<11
136279,2015,90016,DIA,15
136280,2015,90016,HOM,<11
136281,2015,90016,HTD,110
136282,2015,90016,HYP,<11
136283,2015,90016,INJ,18
136284,2015,90016,LIV,13
136285,2015,90016,NEP,<11
136286,2015,90016,OTH,42
136287,2015,90016,PNF,<11
136288,2015,90016,STK,23
136289,2015,90016,SUI,<11
136290,2015,90017,ALZ,<11
136291,2015,90017,CAN,22
136292,2015,90017,CLD,<11
136293,2015,90017,DIA,<11
136294,2015,90017,HOM,<11
136295,2015,90017,HTD,25
136296,2015,90017,HYP,<11
136297,2015,90017,INJ,<11
136298,2015,90017,LIV,<11
136299,2015,90017,NEP,<11
136300,2015,90017,OTH,18
136301,2015,90017,PNF,<11
136302,2015,90017,STK,<11
136303,2015,90017,SUI,<11
136304,2015,90018,ALZ,13
136305,2015,90018,CAN,62
136306,2015,90018,CLD,22
136307,2015,90018,DIA,14
136308,2015,90018,HOM,<11
136309,2015,90018,HTD,109
136310,2015,90018,HYP,<11
136311,2015,90018,INJ,<11
136312,2015,90018,LIV,<11
136313,2015,90018,NEP,<11
136314,2015,90018,OTH,41
136315,2015,90018,PNF,<11
136316,2015,90018,STK,24
136317,2015,90018,SUI,<11
136318,2015,90019,ALZ,18
136319,2015,90019,CAN,95
136320,2015,90019,CLD,21
136321,2015,90019,DIA,12
136322,2015,90019,HOM,<11
136323,2015,90019,HTD,116
136324,2015,90019,HYP,19
136325,2015,90019,INJ,18
136326,2015,90019,LIV,<11
136327,2015,90019,NEP,11
136328,2015,90019,OTH,45
136329,2015,90019,PNF,18
136330,2015,90019,STK,27
136331,2015,90019,SUI,<11
136332,2015,90020,ALZ,<11
136333,2015,90020,CAN,40
136334,2015,90020,CLD,<11
136335,2015,90020,DIA,<11
136336,2015,90020,HOM,<11
136337,2015,90020,HTD,43
136338,2015,90020,HYP,<11
136339,2015,90020,INJ,<11
136340,2015,90020,LIV,<11
136341,2015,90020,NEP,0
136342,2015,90020,OTH,22
136343,2015,90020,PNF,<11
136344,2015,90020,STK,<11
136345,2015,90020,SUI,<11
136346,2015,90021,ALZ,0
136347,2015,90021,CAN,<11
136348,2015,90021,CLD,<11
136349,2015,90021,DIA,<11
136350,2015,90021,HOM,0
136351,2015,90021,HTD,<11
136352,2015,90021,HYP,<11
136353,2015,90021,INJ,<11
136354,2015,90021,LIV,<11
136355,2015,90021,NEP,0
136356,2015,90021,OTH,<11
136357,2015,90021,PNF,<11
136358,2015,90021,STK,0
136359,2015,90021,SUI,<11
136360,2015,90022,ALZ,22
136361,2015,90022,CAN,68
136362,2015,90022,CLD,11
136363,2015,90022,DIA,21
136364,2015,90022,HOM,<11
136365,2015,90022,HTD,75
136366,2015,90022,HYP,<11
136367,2015,90022,INJ,18
136368,2015,90022,LIV,16
136369,2015,90022,NEP,<11
136370,2015,90022,OTH,52
136371,2015,90022,PNF,<11
136372,2015,90022,STK,15
136373,2015,90022,SUI,<11
136374,2015,90023,ALZ,12
136375,2015,90023,CAN,55
136376,2015,90023,CLD,<11
136377,2015,90023,DIA,<11
136378,2015,90023,HOM,<11
136379,2015,90023,HTD,57
136380,2015,90023,HYP,<11
136381,2015,90023,INJ,12
136382,2015,90023,LIV,17
136383,2015,90023,NEP,<11
136384,2015,90023,OTH,31
136385,2015,90023,PNF,12
136386,2015,90023,STK,<11
136387,2015,90023,SUI,<11
136388,2015,90024,ALZ,26
136389,2015,90024,CAN,77
136390,2015,90024,CLD,14
136391,2015,90024,DIA,<11
136392,2015,90024,HOM,0
136393,2015,90024,HTD,73
136394,2015,90024,HYP,<11
136395,2015,90024,INJ,<11
136396,2015,90024,LIV,<11
136397,2015,90024,NEP,<11
136398,2015,90024,OTH,32
136399,2015,90024,PNF,<11
136400,2015,90024,STK,16
136401,2015,90024,SUI,<11
136402,2015,90025,ALZ,14
136403,2015,90025,CAN,57
136404,2015,90025,CLD,<11
136405,2015,90025,DIA,<11
136406,2015,90025,HOM,0
136407,2015,90025,HTD,59
136408,2015,90025,HYP,<11
136409,2015,90025,INJ,11
136410,2015,90025,LIV,<11
136411,2015,90025,NEP,<11
136412,2015,90025,OTH,33
136413,2015,90025,PNF,<11
136414,2015,90025,STK,15
136415,2015,90025,SUI,<11
136416,2015,90026,ALZ,<11
136417,2015,90026,CAN,71
136418,2015,90026,CLD,<11
136419,2015,90026,DIA,<11
136420,2015,90026,HOM,<11
136421,2015,90026,HTD,85
136422,2015,90026,HYP,<11
136423,2015,90026,INJ,14
136424,2015,90026,LIV,<11
136425,2015,90026,NEP,0
136426,2015,90026,OTH,32
136427,2015,90026,PNF,15
136428,2015,90026,STK,14
136429,2015,90026,SUI,<11
136430,2015,90027,ALZ,16
136431,2015,90027,CAN,65
136432,2015,90027,CLD,<11
136433,2015,90027,DIA,12
136434,2015,90027,HOM,<11
136435,2015,90027,HTD,92
136436,2015,90027,HYP,<11
136437,2015,90027,INJ,<11
136438,2015,90027,LIV,<11
136439,2015,90027,NEP,<11
136440,2015,90027,OTH,39
136441,2015,90027,PNF,11
136442,2015,90027,STK,15
136443,2015,90027,SUI,<11
136444,2015,90028,ALZ,<11
136445,2015,90028,CAN,47
136446,2015,90028,CLD,<11
136447,2015,90028,DIA,<11
136448,2015,90028,HOM,<11
136449,2015,90028,HTD,63
136450,2015,90028,HYP,<11
136451,2015,90028,INJ,12
136452,2015,90028,LIV,<11
136453,2015,90028,NEP,<11
136454,2015,90028,OTH,16
136455,2015,90028,PNF,11
136456,2015,90028,STK,11
136457,2015,90028,SUI,<11
136458,2015,90029,ALZ,19
136459,2015,90029,CAN,47
136460,2015,90029,CLD,17
136461,2015,90029,DIA,13
136462,2015,90029,HOM,<11
136463,2015,90029,HTD,68
136464,2015,90029,HYP,<11
136465,2015,90029,INJ,<11
136466,2015,90029,LIV,<11
136467,2015,90029,NEP,<11
136468,2015,90029,OTH,42
136469,2015,90029,PNF,<11
136470,2015,90029,STK,13
136471,2015,90029,SUI,<11
136472,2015,90031,ALZ,20
136473,2015,90031,CAN,51
136474,2015,90031,CLD,<11
136475,2015,90031,DIA,<11
136476,2015,90031,HOM,<11
136477,2015,90031,HTD,54
136478,2015,90031,HYP,<11
136479,2015,90031,INJ,<11
136480,2015,90031,LIV,15
136481,2015,90031,NEP,<11
136482,2015,90031,OTH,30
136483,2015,90031,PNF,13
136484,2015,90031,STK,17
136485,2015,90031,SUI,<11
136486,2015,90032,ALZ,15
136487,2015,90032,CAN,63
136488,2015,90032,CLD,11
136489,2015,90032,DIA,14
136490,2015,90032,HOM,<11
136491,2015,90032,HTD,68
136492,2015,90032,HYP,<11
136493,2015,90032,INJ,<11
136494,2015,90032,LIV,<11
136495,2015,90032,NEP,<11
136496,2015,90032,OTH,47
136497,2015,90032,PNF,14
136498,2015,90032,STK,16
136499,2015,90032,SUI,<11
136500,2015,90033,ALZ,14
136501,2015,90033,CAN,58
136502,2015,90033,CLD,<11
136503,2015,90033,DIA,12
136504,2015,90033,HOM,<11
136505,2015,90033,HTD,64
136506,2015,90033,HYP,<11
136507,2015,90033,INJ,18
136508,2015,90033,LIV,14
136509,2015,90033,NEP,<11
136510,2015,90033,OTH,45
136511,2015,90033,PNF,<11
136512,2015,90033,STK,27
136513,2015,90033,SUI,<11
136514,2015,90034,ALZ,11
136515,2015,90034,CAN,59
136516,2015,90034,CLD,<11
136517,2015,90034,DIA,<11
136518,2015,90034,HOM,<11
136519,2015,90034,HTD,67
136520,2015,90034,HYP,<11
136521,2015,90034,INJ,<11
136522,2015,90034,LIV,<11
136523,2015,90034,NEP,<11
136524,2015,90034,OTH,31
136525,2015,90034,PNF,<11
136526,2015,90034,STK,13
136527,2015,90034,SUI,<11
136528,2015,90035,ALZ,21
136529,2015,90035,CAN,42
136530,2015,90035,CLD,<11
136531,2015,90035,DIA,<11
136532,2015,90035,HOM,0
136533,2015,90035,HTD,68
136534,2015,90035,HYP,<11
136535,2015,90035,INJ,<11
136536,2015,90035,LIV,<11
136537,2015,90035,NEP,<11
136538,2015,90035,OTH,24
136539,2015,90035,PNF,<11
136540,2015,90035,STK,12
136541,2015,90035,SUI,<11
136542,2015,90036,ALZ,18
136543,2015,90036,CAN,62
136544,2015,90036,CLD,<11
136545,2015,90036,DIA,<11
136546,2015,90036,HOM,0
136547,2015,90036,HTD,75
136548,2015,90036,HYP,<11
136549,2015,90036,INJ,<11
136550,2015,90036,LIV,<11
136551,2015,90036,NEP,<11
136552,2015,90036,OTH,23
136553,2015,90036,PNF,11
136554,2015,90036,STK,12
136555,2015,90036,SUI,<11
136556,2015,90037,ALZ,<11
136557,2015,90037,CAN,79
136558,2015,90037,CLD,<11
136559,2015,90037,DIA,14
136560,2015,90037,HOM,<11
136561,2015,90037,HTD,80
136562,2015,90037,HYP,<11
136563,2015,90037,INJ,<11
136564,2015,90037,LIV,13
136565,2015,90037,NEP,<11
136566,2015,90037,OTH,42
136567,2015,90037,PNF,<11
136568,2015,90037,STK,15
136569,2015,90037,SUI,<11
136570,2015,90038,ALZ,<11
136571,2015,90038,CAN,36
136572,2015,90038,CLD,<11
136573,2015,90038,DIA,<11
136574,2015,90038,HOM,0
136575,2015,90038,HTD,34
136576,2015,90038,HYP,<11
136577,2015,90038,INJ,14
136578,2015,90038,LIV,<11
136579,2015,90038,NEP,<11
136580,2015,90038,OTH,16
136581,2015,90038,PNF,<11
136582,2015,90038,STK,<11
136583,2015,90038,SUI,<11
136584,2015,90039,ALZ,12
136585,2015,90039,CAN,33
136586,2015,90039,CLD,<11
136587,2015,90039,DIA,<11
136588,2015,90039,HOM,<11
136589,2015,90039,HTD,30
136590,2015,90039,HYP,<11
136591,2015,90039,INJ,<11
136592,2015,90039,LIV,<11
136593,2015,90039,NEP,<11
136594,2015,90039,OTH,26
136595,2015,90039,PNF,<11
136596,2015,90039,STK,13
136597,2015,90039,SUI,<11
136598,2015,90040,ALZ,<11
136599,2015,90040,CAN,11
136600,2015,90040,CLD,<11
136601,2015,90040,DIA,<11
136602,2015,90040,HOM,<11
136603,2015,90040,HTD,17
136604,2015,90040,HYP,<11
136605,2015,90040,INJ,<11
136606,2015,90040,LIV,<11
136607,2015,90040,NEP,<11
136608,2015,90040,OTH,12
136609,2015,90040,PNF,<11
136610,2015,90040,STK,11
136611,2015,90040,SUI,0
136612,2015,90041,ALZ,16
136613,2015,90041,CAN,42
136614,2015,90041,CLD,<11
136615,2015,90041,DIA,<11
136616,2015,90041,HOM,0
136617,2015,90041,HTD,38
136618,2015,90041,HYP,<11
136619,2015,90041,INJ,<11
136620,2015,90041,LIV,<11
136621,2015,90041,NEP,<11
136622,2015,90041,OTH,26
136623,2015,90041,PNF,<11
136624,2015,90041,STK,13
136625,2015,90041,SUI,<11
136626,2015,90042,ALZ,11
136627,2015,90042,CAN,78
136628,2015,90042,CLD,17
136629,2015,90042,DIA,<11
136630,2015,90042,HOM,<11
136631,2015,90042,HTD,66
136632,2015,90042,HYP,<11
136633,2015,90042,INJ,16
136634,2015,90042,LIV,<11
136635,2015,90042,NEP,<11
136636,2015,90042,OTH,40
136637,2015,90042,PNF,11
136638,2015,90042,STK,16
136639,2015,90042,SUI,<11
136640,2015,90043,ALZ,25
136641,2015,90043,CAN,99
136642,2015,90043,CLD,18
136643,2015,90043,DIA,19
136644,2015,90043,HOM,<11
136645,2015,90043,HTD,137
136646,2015,90043,HYP,<11
136647,2015,90043,INJ,20
136648,2015,90043,LIV,<11
136649,2015,90043,NEP,<11
136650,2015,90043,OTH,42
136651,2015,90043,PNF,19
136652,2015,90043,STK,27
136653,2015,90043,SUI,<11
136654,2015,90044,ALZ,33
136655,2015,90044,CAN,104
136656,2015,90044,CLD,20
136657,2015,90044,DIA,28
136658,2015,90044,HOM,30
136659,2015,90044,HTD,151
136660,2015,90044,HYP,13
136661,2015,90044,INJ,25
136662,2015,90044,LIV,<11
136663,2015,90044,NEP,11
136664,2015,90044,OTH,65
136665,2015,90044,PNF,11
136666,2015,90044,STK,33
136667,2015,90044,SUI,<11
136668,2015,90045,ALZ,19
136669,2015,90045,CAN,49
136670,2015,90045,CLD,<11
136671,2015,90045,DIA,<11
136672,2015,90045,HOM,0
136673,2015,90045,HTD,68
136674,2015,90045,HYP,<11
136675,2015,90045,INJ,<11
136676,2015,90045,LIV,<11
136677,2015,90045,NEP,<11
136678,2015,90045,OTH,35
136679,2015,90045,PNF,<11
136680,2015,90045,STK,18
136681,2015,90045,SUI,<11
136682,2015,90046,ALZ,21
136683,2015,90046,CAN,77
136684,2015,90046,CLD,<11
136685,2015,90046,DIA,<11
136686,2015,90046,HOM,<11
136687,2015,90046,HTD,95
136688,2015,90046,HYP,12
136689,2015,90046,INJ,21
136690,2015,90046,LIV,<11
136691,2015,90046,NEP,<11
136692,2015,90046,OTH,40
136693,2015,90046,PNF,<11
136694,2015,90046,STK,15
136695,2015,90046,SUI,<11
136696,2015,90047,ALZ,20
136697,2015,90047,CAN,117
136698,2015,90047,CLD,17
136699,2015,90047,DIA,23
136700,2015,90047,HOM,<11
136701,2015,90047,HTD,152
136702,2015,90047,HYP,15
136703,2015,90047,INJ,12
136704,2015,90047,LIV,<11
136705,2015,90047,NEP,15
136706,2015,90047,OTH,56
136707,2015,90047,PNF,16
136708,2015,90047,STK,25
136709,2015,90047,SUI,<11
136710,2015,90048,ALZ,27
136711,2015,90048,CAN,45
136712,2015,90048,CLD,<11
136713,2015,90048,DIA,<11
136714,2015,90048,HOM,<11
136715,2015,90048,HTD,50
136716,2015,90048,HYP,<11
136717,2015,90048,INJ,<11
136718,2015,90048,LIV,<11
136719,2015,90048,NEP,<11
136720,2015,90048,OTH,23
136721,2015,90048,PNF,<11
136722,2015,90048,STK,15
136723,2015,90048,SUI,<11
136724,2015,90049,ALZ,23
136725,2015,90049,CAN,74
136726,2015,90049,CLD,<11
136727,2015,90049,DIA,<11
136728,2015,90049,HOM,0
136729,2015,90049,HTD,78
136730,2015,90049,HYP,<11
136731,2015,90049,INJ,<11
136732,2015,90049,LIV,0
136733,2015,90049,NEP,<11
136734,2015,90049,OTH,30
136735,2015,90049,PNF,<11
136736,2015,90049,STK,13
136737,2015,90049,SUI,<11
136738,2015,90056,ALZ,<11
136739,2015,90056,CAN,31
136740,2015,90056,CLD,<11
136741,2015,90056,DIA,<11
136742,2015,90056,HOM,<11
136743,2015,90056,HTD,22
136744,2015,90056,HYP,<11
136745,2015,90056,INJ,<11
136746,2015,90056,LIV,<11
136747,2015,90056,NEP,<11
136748,2015,90056,OTH,15
136749,2015,90056,PNF,<11
136750,2015,90056,STK,<11
136751,2015,90056,SUI,0
136752,2015,90057,ALZ,<11
136753,2015,90057,CAN,52
136754,2015,90057,CLD,11
136755,2015,90057,DIA,14
136756,2015,90057,HOM,<11
136757,2015,90057,HTD,70
136758,2015,90057,HYP,<11
136759,2015,90057,INJ,14
136760,2015,90057,LIV,12
136761,2015,90057,NEP,<11
136762,2015,90057,OTH,25
136763,2015,90057,PNF,14
136764,2015,90057,STK,17
136765,2015,90057,SUI,<11
136766,2015,90058,ALZ,0
136767,2015,90058,CAN,<11
136768,2015,90058,CLD,0
136769,2015,90058,DIA,<11
136770,2015,90058,HOM,<11
136771,2015,90058,HTD,<11
136772,2015,90058,HYP,0
136773,2015,90058,INJ,<11
136774,2015,90058,LIV,<11
136775,2015,90058,NEP,<11
136776,2015,90058,OTH,<11
136777,2015,90058,PNF,0
136778,2015,90058,STK,0
136779,2015,90058,SUI,0
136780,2015,90059,ALZ,<11
136781,2015,90059,CAN,50
136782,2015,90059,CLD,13
136783,2015,90059,DIA,17
136784,2015,90059,HOM,11
136785,2015,90059,HTD,58
136786,2015,90059,HYP,<11
136787,2015,90059,INJ,15
136788,2015,90059,LIV,<11
136789,2015,90059,NEP,<11
136790,2015,90059,OTH,30
136791,2015,90059,PNF,<11
136792,2015,90059,STK,13
136793,2015,90059,SUI,<11
136794,2015,90061,ALZ,<11
136795,2015,90061,CAN,38
136796,2015,90061,CLD,<11
136797,2015,90061,DIA,<11
136798,2015,90061,HOM,<11
136799,2015,90061,HTD,44
136800,2015,90061,HYP,<11
136801,2015,90061,INJ,<11
136802,2015,90061,LIV,<11
136803,2015,90061,NEP,<11
136804,2015,90061,OTH,31
136805,2015,90061,PNF,<11
136806,2015,90061,STK,<11
136807,2015,90061,SUI,0
136808,2015,90062,ALZ,<11
136809,2015,90062,CAN,42
136810,2015,90062,CLD,11
136811,2015,90062,DIA,14
136812,2015,90062,HOM,<11
136813,2015,90062,HTD,64
136814,2015,90062,HYP,<11
136815,2015,90062,INJ,<11
136816,2015,90062,LIV,<11
136817,2015,90062,NEP,<11
136818,2015,90062,OTH,32
136819,2015,90062,PNF,<11
136820,2015,90062,STK,16
136821,2015,90062,SUI,<11
136822,2015,90063,ALZ,15
136823,2015,90063,CAN,50
136824,2015,90063,CLD,12
136825,2015,90063,DIA,19
136826,2015,90063,HOM,<11
136827,2015,90063,HTD,62
136828,2015,90063,HYP,<11
136829,2015,90063,INJ,11
136830,2015,90063,LIV,13
136831,2015,90063,NEP,<11
136832,2015,90063,OTH,32
136833,2015,90063,PNF,<11
136834,2015,90063,STK,19
136835,2015,90063,SUI,<11
136836,2015,90064,ALZ,15
136837,2015,90064,CAN,33
136838,2015,90064,CLD,<11
136839,2015,90064,DIA,<11
136840,2015,90064,HOM,<11
136841,2015,90064,HTD,53
136842,2015,90064,HYP,<11
136843,2015,90064,INJ,<11
136844,2015,90064,LIV,<11
136845,2015,90064,NEP,0
136846,2015,90064,OTH,22
136847,2015,90064,PNF,<11
136848,2015,90064,STK,14
136849,2015,90064,SUI,0
136850,2015,90065,ALZ,14
136851,2015,90065,CAN,71
136852,2015,90065,CLD,16
136853,2015,90065,DIA,<11
136854,2015,90065,HOM,<11
136855,2015,90065,HTD,60
136856,2015,90065,HYP,<11
136857,2015,90065,INJ,<11
136858,2015,90065,LIV,<11
136859,2015,90065,NEP,<11
136860,2015,90065,OTH,37
136861,2015,90065,PNF,<11
136862,2015,90065,STK,16
136863,2015,90065,SUI,<11
136864,2015,90066,ALZ,27
136865,2015,90066,CAN,85
136866,2015,90066,CLD,13
136867,2015,90066,DIA,<11
136868,2015,90066,HOM,<11
136869,2015,90066,HTD,97
136870,2015,90066,HYP,<11
136871,2015,90066,INJ,14
136872,2015,90066,LIV,<11
136873,2015,90066,NEP,<11
136874,2015,90066,OTH,48
136875,2015,90066,PNF,11
136876,2015,90066,STK,19
136877,2015,90066,SUI,<11
136878,2015,90067,ALZ,<11
136879,2015,90067,CAN,<11
136880,2015,90067,CLD,<11
136881,2015,90067,DIA,0
136882,2015,90067,HOM,0
136883,2015,90067,HTD,11
136884,2015,90067,HYP,0
136885,2015,90067,INJ,<11
136886,2015,90067,LIV,0
136887,2015,90067,NEP,<11
136888,2015,90067,OTH,<11
136889,2015,90067,PNF,<11
136890,2015,90067,STK,<11
136891,2015,90067,SUI,<11
136892,2015,90068,ALZ,19
136893,2015,90068,CAN,43
136894,2015,90068,CLD,<11
136895,2015,90068,DIA,0
136896,2015,90068,HOM,0
136897,2015,90068,HTD,28
136898,2015,90068,HYP,<11
136899,2015,90068,INJ,<11
136900,2015,90068,LIV,<11
136901,2015,90068,NEP,<11
136902,2015,90068,OTH,14
136903,2015,90068,PNF,<11
136904,2015,90068,STK,<11
136905,2015,90068,SUI,<11
136906,2015,90069,ALZ,<11
136907,2015,90069,CAN,27
136908,2015,90069,CLD,<11
136909,2015,90069,DIA,<11
136910,2015,90069,HOM,0
136911,2015,90069,HTD,41
136912,2015,90069,HYP,0
136913,2015,90069,INJ,<11
136914,2015,90069,LIV,<11
136915,2015,90069,NEP,<11
136916,2015,90069,OTH,19
136917,2015,90069,PNF,<11
136918,2015,90069,STK,<11
136919,2015,90069,SUI,<11
136920,2015,90071,ALZ,0
136921,2015,90071,CAN,0
136922,2015,90071,CLD,0
136923,2015,90071,DIA,0
136924,2015,90071,HOM,0
136925,2015,90071,HTD,0
136926,2015,90071,HYP,0
136927,2015,90071,INJ,0
136928,2015,90071,LIV,0
136929,2015,90071,NEP,0
136930,2015,90071,OTH,0
136931,2015,90071,PNF,0
136932,2015,90071,STK,<11
136933,2015,90071,SUI,0
136934,2015,90077,ALZ,<11
136935,2015,90077,CAN,19
136936,2015,90077,CLD,<11
136937,2015,90077,DIA,0
136938,2015,90077,HOM,0
136939,2015,90077,HTD,17
136940,2015,90077,HYP,<11
136941,2015,90077,INJ,<11
136942,2015,90077,LIV,0
136943,2015,90077,NEP,0
136944,2015,90077,OTH,<11
136945,2015,90077,PNF,<11
136946,2015,90077,STK,<11
136947,2015,90077,SUI,0
136948,2015,90094,ALZ,<11
136949,2015,90094,CAN,<11
136950,2015,90094,CLD,<11
136951,2015,90094,DIA,0
136952,2015,90094,HOM,0
136953,2015,90094,HTD,<11
136954,2015,90094,HYP,0
136955,2015,90094,INJ,<11
136956,2015,90094,LIV,0
136957,2015,90094,NEP,0
136958,2015,90094,OTH,<11
136959,2015,90094,PNF,<11
136960,2015,90094,STK,<11
136961,2015,90094,SUI,0
136962,2015,90201,ALZ,15
136963,2015,90201,CAN,71
136964,2015,90201,CLD,13
136965,2015,90201,DIA,26
136966,2015,90201,HOM,<11
136967,2015,90201,HTD,87
136968,2015,90201,HYP,<11
136969,2015,90201,INJ,18
136970,2015,90201,LIV,24
136971,2015,90201,NEP,<11
136972,2015,90201,OTH,55
136973,2015,90201,PNF,<11
136974,2015,90201,STK,26
136975,2015,90201,SUI,<11
136976,2015,90210,ALZ,24
136977,2015,90210,CAN,47
136978,2015,90210,CLD,<11
136979,2015,90210,DIA,<11
136980,2015,90210,HOM,0
