county_fips,county_name,region_code,child_facility_capacity,child_total_pop,child_rate_slots,child_ll_95ci,child_ul_95ci,child_se,child_rse,child_ca_rr,child_num_facility,child_pct_nonwhite,infant_facility_capacity,infant_total_pop,infant_rate_slots,infant_ll_95ci,infant_ul_95ci,infant_se,infant_rse,infant_ca_rr,infant_num_facility,infant_pct_nonwhite
6035.0,Lassen,6.0,344.0,1255.0,274.10358565737056,245.1373828666588,303.06978844808225,14.778674893220243,5.39163866017192,0.9470227913629232,11.0,29.482071713147405,22.0,990.0,22.222222222222225,12.93614657651119,31.508297867933248,4.737793696791343,21.320071635561035,0.7367895370797934,2.0,33.03030303030303
6037.0,Los Angeles,14.0,160580.0,516583.0,310.85033769984693,309.3299243015206,312.3707510981731,0.7757211215950349,0.2495481032238933,1.0739821363467836,2641.0,83.36898426777498,9823.0,388055.0,25.31342206645965,24.812828965726528,25.81401516719278,0.2554046432311879,1.0089692439079567,0.8392799036813505,430.0,83.62500161059644
6039.0,Madera,10.0,1781.0,9748.0,182.7041444398851,174.21874071026303,191.18954816950716,4.3292876171541215,2.369561801910072,0.6312394215715074,50.0,80.1702913418137,70.0,7077.0,9.89119683481701,7.574037513060919,12.208356156573103,1.1822241437531091,11.952286093343936,0.3279478651690476,5.0,81.06542320192169
6041.0,Marin,1.0,6131.0,11915.0,514.5614771296684,501.6811265841468,527.4418276751901,6.57160742118454,1.277127751156644,1.7778003349737077,122.0,38.94250944187999,339.0,8078.0,41.96583312701165,37.49846160269088,46.43320465133239,2.279271185877937,5.431254465935684,1.3913994043268447,17.0,42.51052240653625
6043.0,Mariposa,3.0,123.0,634.0,194.006309148265,159.72010796125798,228.292510335272,17.492959789289305,9.016696346674324,0.6702881904699652,6.0,30.283911671924287,,462.0,,,,,,,,27.92207792207792
6045.0,Mendocino,5.0,1226.0,4299.0,285.1826006047919,269.21888944218534,301.1463117673984,8.144750593166593,2.8559773898877,0.985300581986843,37.0,53.84973249592929,36.0,3178.0,11.32787916928886,7.627438640654501,15.02831969792322,1.887979861548144,16.66666666666666,0.3755818282156281,3.0,53.39836375078668
6047.0,Merced,10.0,3285.0,18077.0,181.7226309675278,175.5082567756646,187.93700515939105,3.1705990774812407,1.744746408634046,0.6278483107762111,76.0,81.42390883443049,259.0,12994.0,19.93227643527782,17.5047549021637,22.359797968391945,1.2385313944459817,6.213697660012001,0.6608651727462673,16.0,81.40680313991075
6049.0,Modoc,6.0,173.0,422.0,409.9526066350711,348.8630923734284,471.04212089671375,31.16811952124622,7.602859212697056,1.4163786326653325,7.0,31.990521327014207,24.0,317.0,75.70977917981072,45.41955901668752,105.99999934293398,15.454193960777149,20.412414523193156,2.510197791943777,2.0,30.283911671924287
6051.0,Mono,3.0,184.0,708.0,259.88700564971754,222.33512212732896,297.438889172106,19.159124246116576,7.372097807744854,0.8979047718003799,7.0,55.64971751412431,52.0,533.0,97.5609756097561,71.04360037557444,124.07835084393778,13.529273078664122,13.867504905630724,3.234685772545435,3.0,57.22326454033775
6053.0,Monterey,4.0,5455.0,26146.0,208.63612024783905,203.09945594931912,214.17278454635905,2.824828723734668,1.3539499873651075,0.7208339157708722,126.0,84.15818863306048,357.0,19529.0,18.280505914281324,16.384192252021364,20.176819576541288,0.9675069705407952,5.292561240249632,0.6060998470575498,20.0,84.5563008858621
6055.0,Napa,1.0,1996.0,6676.0,298.98142600359495,285.86486414283104,312.0979878643588,6.692123398348915,2.2383074051792264,1.03297526714415,52.0,64.97902935889755,109.0,4741.0,22.990930183505597,18.67475200222217,27.30710836478901,2.2021317251446,9.578262852211518,0.7622764563122525,5.0,66.06201223370599
6057.0,Nevada,6.0,1097.0,3629.0,302.2871314411684,284.39869357018944,320.1755693121473,9.12675401580556,3.0192333931958424,1.0443964179598406,30.0,24.13888123449986,108.0,2564.0,42.12168486739471,34.17748927573713,50.06588045905226,4.053161016151819,9.622504486493764,1.3965667512510915,5.0,27.45709828393137
6059.0,Orange,14.0,51563.0,157120.0,328.175916496945,325.34326145661873,331.00857153727145,1.445232163431823,0.4403833708636193,1.1338416889135845,761.0,71.04951629327903,3818.0,113361.0,33.68001340849146,32.61167125401788,34.748355562965045,0.5450725277926415,1.618385720877466,1.1166786669637647,165.0,72.3441042333783
6061.0,Placer,8.0,5147.0,17627.0,291.9952345833096,284.0179561436425,299.9725130229769,4.07004002023837,1.393872069880353,1.0088381056985345,99.0,35.61014352981221,689.0,12064.0,57.11206896551724,52.84750774090234,61.37663019013215,2.1757965431708697,3.809696588797296,1.893580868464772,29.0,36.8120026525199
6063.0,Plumas,6.0,236.0,748.0,315.5080213903745,275.2538885940576,355.762154186691,20.537822855263656,6.509445549041195,1.0900743468857674,9.0,26.069518716577544,12.0,534.0,22.471910112359552,9.757230026835206,35.186590197883895,6.4870816762879295,28.86751345948129,0.7450680712042861,1.0,27.34082397003745
6065.0,Riverside,14.0,24073.0,133445.0,180.39641799992503,178.11755155728454,182.67528444256564,1.1626869605308987,0.644517764499837,0.6232662696346887,364.0,75.85746936940313,1952.0,95543.0,20.43059146143621,19.52423902981121,21.33694389306122,0.4624247100127591,2.2633936510629638,0.6773870711312088,79.0,76.14581915995939
6067.0,Sacramento,8.0,22825.0,81973.0,278.44534175887185,274.83298499966,282.05769851808355,1.8430391628631528,0.6619033923214952,0.962023477956642,420.0,66.43650958242347,2849.0,59821.0,47.62541582387456,45.87658166567849,49.37424998207062,0.8922623256102382,1.8735003362699216,1.5790458635147344,122.0,66.69731365239632
6069.0,San Benito,4.0,859.0,3417.0,251.3901082821188,234.57856146098004,268.2016551032576,8.577319806703452,3.411955969674701,0.8685481493990739,20.0,77.69973661106232,29.0,2348.0,12.350936967632029,7.855654590296581,16.846219344967473,2.2935114170078807,18.56953381770518,0.409501850889749,3.0,78.87563884156728
6071.0,San Bernardino,14.0,22914.0,128387.0,178.47601392664373,176.1650909275278,180.78693692575956,1.1790423464876845,0.660616696074515,0.616631309272306,395.0,79.42237142389804,1901.0,94281.0,20.163129368589644,19.256722997445525,21.06953573973376,0.4624522301755741,2.293553851298437,0.668519223910342,84.0,79.11456178869548
6073.0,San Diego,9.0,53599.0,161978.0,330.9029621306598,328.10154111290205,333.7043831484174,1.4292964376314523,0.4319382420841196,1.1432635808673903,859.0,66.88871328205065,4549.0,122267.0,37.20546018140626,36.12426330216075,38.28665706065178,0.5516310608395478,1.4826615721184655,1.2335667202754557,198.0,66.73182461334619
6075.0,San Francisco,1.0,14329.0,26130.0,548.3735170302334,539.3945866753116,557.3524473851551,4.5810869157764245,0.835395359824398,1.8946203040795968,278.0,68.60696517412936,1316.0,22409.0,58.726404569592574,55.5534669098536,61.89934222933156,1.6188457447647868,2.756589232099857,1.947105019673586,51.0,63.57713418715695
6077.0,San Joaquin,10.0,10092.0,44461.0,226.9854479206496,222.55685801478973,231.41403782650937,2.259484645846808,0.9954314986028032,0.7842305016661749,218.0,79.28746541913138,828.0,31806.0,26.03282399547256,24.259605775194697,27.80604221575041,0.9047031736111524,3.47524023428458,0.8631320553226786,37.0,79.6579261774508
6079.0,San Luis Obispo,11.0,3512.0,10991.0,319.5341643162588,308.96608371050604,330.1022449220114,5.3918778600779,1.687418267657068,1.1039845958267032,89.0,46.2014375398053,205.0,7845.0,26.131293817718284,22.554119912807952,29.708467722628637,1.8250887269950733,6.984302957695781,0.8663968743863731,9.0,46.69216061185469
6081.0,San Mateo,1.0,14799.0,37173.0,398.1115325639576,391.6973008500463,404.5257642778694,3.272567200975282,0.8220227080333411,1.3754679419399,260.0,68.53361310628681,1171.0,27690.0,42.28963524738175,39.86742652804286,44.71184396672059,1.235820775172891,2.922278160934018,1.402135234973627,39.0,70.27807872878296
6083.0,Santa Barbara,12.0,6425.0,22120.0,290.46112115732376,283.35868211978124,297.56356019486606,3.6236933865012193,1.247565723103611,1.003537772339303,149.0,73.26853526220611,446.0,16335.0,27.303336394245484,24.769349514502103,29.83732327398885,1.292850448848661,4.735137238103784,0.9052565662192504,19.0,74.55157636975822
6085.0,Santa Clara,1.0,41281.0,100993.0,408.7511015614944,404.80798238972494,412.6942207332636,2.0117954958006763,0.4921810578895806,1.41222745497867,602.0,78.01035715346607,3808.0,73761.0,51.62619812638116,49.9864477273214,53.26594852544089,0.8366073464590509,1.62050930888041,1.711693917842674,130.0,79.37392388931822
6087.0,Santa Cruz,4.0,3544.0,12167.0,291.27969096737075,281.6896730205872,300.8697089141544,4.892866299379376,1.67978285170849,1.0063659158113305,97.0,62.13528396482289,384.0,8907.0,43.11215897608624,38.800045002038814,47.424272950133606,2.200058150024185,5.103103630798288,1.429406444452547,23.0,62.72594588525877
6089.0,Shasta,13.0,2719.0,8315.0,326.9993986770896,314.7080816182861,339.29071573589323,6.271080132042665,1.91776503486336,1.129776841723879,70.0,29.368610944076952,235.0,6102.0,38.51196329072436,33.5879660693475,43.43596051210119,2.512243480294312,6.523280730534424,1.2768845222253065,12.0,29.40019665683383
6091.0,Sierra,6.0,30.0,108.0,277.7777777777778,178.3762766009143,377.1792789546413,50.71505162084871,18.257418583505537,0.959717056815624,1.0,19.444444444444443,,92.0,,,,,,,,27.17391304347826
6093.0,Siskiyou,6.0,663.0,2004.0,330.83832335329345,305.65487958923745,356.0217671173494,12.84869579798776,3.883678186903088,1.143040255093579,22.0,34.7804391217565,56.0,1478.0,37.889039242219205,27.96529299313002,47.81278549130842,5.063135841372043,13.36306209562122,1.2562311457652775,4.0,37.07713125845737
6095.0,Solano,1.0,4135.0,21735.0,190.246146767886,184.44739946171345,196.0448940740584,2.958544543965545,1.5551140426382373,0.6572968993677192,93.0,72.85024154589374,399.0,15978.0,24.97183627487797,22.52153152230199,27.42214102745392,1.250155486008148,5.006261743217589,0.8279544460049878,15.0,73.31330579546876
6097.0,Sonoma,1.0,6139.0,23097.0,265.79209421136954,259.1432016744859,272.4409867482529,3.392292110654876,1.276295339302748,0.9183067429730274,145.0,56.43590076633328,286.0,16540.0,17.29141475211609,15.28738768624159,19.295441817990568,1.0224627887114732,5.913123959890825,0.5733060061799845,17.0,57.79322853688028
6099.0,Stanislaus,10.0,6347.0,32313.0,196.4224924952805,191.59009066768763,201.25489432287355,2.4655111365270352,1.2552081511674502,0.6786360590038549,128.0,69.58809148020921,513.0,23638.0,21.702343683898803,19.82430719691209,23.58038017088553,0.9581818811156716,4.4151078568834805,0.7195526890382872,30.0,69.78593789660718
6101.0,Sutter,8.0,1428.0,5895.0,242.23918575063607,229.67494164197632,254.803429859296,6.410328626867239,2.646280620124816,0.8369318822184494,33.0,63.935538592027136,119.0,4202.0,28.319847691575436,23.231538375848167,33.40815700730271,2.596076181493506,9.166984970282112,0.938959536188076,7.0,65.23084245597335
6103.0,Tehama,7.0,765.0,3539.0,216.16275784119804,200.84461107406548,231.48090460833063,7.815381003639069,3.615507630310937,0.7468383086946112,25.0,44.22153150607515,74.0,2587.0,28.604561267877852,22.087144366678185,35.121978169077515,3.32521270469371,11.62476387438193,0.9483993654718644,4.0,45.72864321608039
6105.0,Trinity,5.0,109.0,535.0,203.73831775700927,165.48971821034644,241.98691730367224,19.51459160544028,9.578262852211518,0.7039120992419642,5.0,27.663551401869157,,335.0,,,,,,,,25.671641791044767
6107.0,Tulare,10.0,5719.0,33044.0,173.07226727999037,168.5866366761062,177.55789788387452,2.2885870427980426,1.3223303067357663,0.5979614650932934,117.0,81.99975789855951,133.0,24589.0,5.408922689007281,4.489657054554688,6.32818832345987,0.4690130788023422,8.6710996952412,0.179335693986033,5.0,82.99239497336207
6109.0,Tuolumne,3.0,652.0,1956.0,333.33333333333326,307.74682530039325,358.9198413662732,13.054340833132622,3.9163022499397857,1.151660468178749,18.0,25.76687116564417,37.0,1345.0,27.509293680297404,18.64519363614534,36.37339372444945,4.522500022526558,16.43989873053573,0.9120851890244288,3.0,25.35315985130112
6111.0,Ventura,14.0,13616.0,45414.0,299.819438939534,294.78337671981376,304.8555011592544,2.569419499857281,0.8569889627388262,1.0358705862545805,217.0,68.9148720658828,1040.0,32452.0,32.0473314433625,30.09959014092628,33.99507274579874,0.9937455624674656,3.100868364730211,1.0625462324459003,35.0,70.5657586589424
6113.0,Yolo,8.0,3411.0,10130.0,336.7226061204343,325.4223708466418,348.022841394227,5.765426160098258,1.712218323125047,1.163370342633083,73.0,64.26456071076011,302.0,7372.0,40.96581660336408,36.34547361556074,45.58615959116742,2.357317850920072,5.75435337648436,1.3582433273079757,19.0,65.50461204557784
6115.0,Yuba,8.0,964.0,4949.0,194.78682562133764,182.4904496243,207.08320161837528,6.273661222978391,3.220783132004156,0.6729848603703659,20.0,55.02121640735504,43.0,3736.0,11.509635974304064,8.069438033289101,14.949833915319036,1.7552030311300857,15.24985703326047,0.3816080712658996,3.0,55.139186295503215
