county,abortion_medicaid_expenditures,abortion_rs_count_total,abortion_rs_count_total_suppressed,daycare_slots_child_facility_capacity,daycare_slots_child_total_pop,daycare_slots_child_rate_slots,daycare_slots_child_num_facility,daycare_slots_child_pct_nonwhite,daycare_slots_infant_facility_capacity,daycare_slots_infant_total_pop,daycare_slots_infant_rate_slots,daycare_slots_infant_num_facility,daycare_slots_infant_pct_nonwhite,graduation_2019_cohort_size,dropout_rate_2019_cohort,ecigs_sold_pct_tobacco_stores_2016,ecigs_sold_pct_tobacco_stores_2013,povr_whole_total_estimate,adolescent_birth_abr,asthma_number_of_deaths,asthma_age_adjusted_mortality_rate,asthma_surpressed,infant_mortality_rate,std_chlamydia_rate,std_chlamydia_supressed,std_gonorrhea_rate,std_gonorrhea_supressed,std_population,std_syphilis_rate,std_syphilis_supressed,sui_adjusted_rate_avg,unemployment_rate,gini_coefficient_2015,gini_suppressed_2015,gini_combined_2015,gini_coefficient_range,gini_suppressed_range,num_of_indiv_A0,num_of_indiv_A1,num_of_indiv_A2,num_of_indiv_A3,num_of_indiv_A4,num_of_indiv_A5,num_of_indiv_A6,num_of_indiv_A7,num_of_indiv_A8,num_of_indiv_A9,num_of_indiv_A10,num_of_indiv_A11,num_of_indiv_A12,num_of_indiv_A13,num_of_indiv_A14,num_of_indiv_A15,num_of_indiv_A16,num_of_indiv_A17,num_of_indiv_A18,num_of_indiv_A19,num_of_indiv_A20,medicaid_sum_0_20
Riverside,759009.13,5662.0,0.0,24073.0,133445.0,180.39641799992503,364.0,75.85746936940313,1952.0,95543.0,20.43059146143621,79.0,76.14581915995939,33422.0,4.6,0.7,0.6,38.7488951741206,19.7,61.0,8.5,0,4.5,420.4,0,92.9,0,2331960,17.7,0,10.79,6.733333333333333,0.4492,0,0.0,0.4515,0.0,21412.25,20151.91667,19806.75,19555.25,19951.08333,19706.41667,20243.33333,21301.75,21338.75,20260.25,19591.5,19102.75,19040.91667,18616.58333,18882.41667,18307.33333,18099.41667,17797.0,17169.91667,15129.5,13440.75,398905.83334
Sacramento,662075.55,6244.0,0.0,22825.0,81973.0,278.44534175887185,420.0,66.43650958242347,2849.0,59821.0,47.62541582387456,122.0,66.69731365239632,18859.0,8.7,0.79,0.62,37.7062683426546,16.7,66.0,14.1,0,5.2,565.6,0,192.9,0,1488600,22.6,0,13.025,6.033333333333334,0.4558,0,0.0,0.4605,0.0,12607.66667,12626.5,12295.58333,12108.58333,12130.41667,11950.16667,12102.5,12345.41667,12234.91667,11616.25,11104.91667,10678.0,10482.58333,10233.41667,10131.25,10048.33333,9689.666667,9741.416667,9555.333333,8549.333333,8567.583333,230799.833343
San Benito,17959.05,112.0,0.0,859.0,3417.0,251.3901082821188,20.0,77.69973661106232,29.0,2348.0,12.350936967632029,3.0,78.87563884156728,866.0,5.7,0.6,0.49,31.015556720853,18.9,,,1,,286.5,0,128.5,0,57587,12.2,1,11.24,7.608333333333333,0.4601,0,1.0,0.4007,0.0,484.0833333,435.75,449.4166667,446.8333333,459.25,426.6666667,450.0,494.0,523.25,483.9166667,446.0,424.6666667,418.3333333,435.0,429.8333333,392.3333333,393.4166667,387.8333333,366.9166667,313.5,287.25,8948.25
San Bernardino,1285805.76,8998.0,0.0,22914.0,128387.0,178.47601392664373,395.0,79.42237142389804,1901.0,94281.0,20.163129368589644,84.0,79.11456178869548,31841.0,9.5,0.65,0.5,42.648151440484,24.5,73.0,12.5,0,6.2,519.7,0,129.6,0,2128499,11.4,0,10.435,6.491666666666666,0.4445,0,0.0,0.4426,0.0,22347.58333,20640.91667,20145.0,19945.83333,20415.58333,20572.66667,21209.91667,21922.08333,21509.75,20636.5,19939.08333,19250.41667,19127.5,18697.5,18690.0,18432.08333,18347.83333,18143.75,17807.0,15898.08333,14416.58333,408095.66664999997
San Diego,989643.24,7066.0,0.0,53599.0,161978.0,330.9029621306598,859.0,66.88871328205065,4549.0,122267.0,37.20546018140626,198.0,66.73182461334619,40773.0,8.3,0.71,0.54,32.7457692042162,15.9,69.0,6.5,0,3.9,531.7,0,112.7,0,3274141,25.7,0,12.39,5.241666666666666,0.4589,0,0.0,0.4666,0.0,21455.66667,19821.41667,19487.91667,19223.5,19343.16667,19303.25,19693.08333,20161.5,19985.33333,19164.0,18556.75,17822.58333,17559.91667,17139.66667,17390.5,17250.66667,17049.0,16866.33333,16466.58333,13440.41667,12714.66667,379895.91667999997
San Francisco,389019.51,3291.0,0.0,14329.0,26130.0,548.3735170302334,278.0,68.60696517412936,1316.0,22409.0,58.726404569592574,51.0,63.57713418715695,5983.0,31.4,0.38,0.24,27.3924231870598,7.5,23.0,6.8,0,2.8,886.4,0,518.6,0,864783,142.3,0,8.8095,3.675,0.5208,0,0.0,0.5148,0.0,3318.083333,3052.083333,3071.666667,2906.25,2835.666667,2812.833333,2986.166667,3007.166667,2884.083333,2747.583333,2775.083333,2639.916667,2594.416667,2565.666667,2692.916667,2630.916667,2689.75,2747.5,2948.916667,2436.916667,2478.916667,58822.50000199998
San Joaquin,275769.3,4005.0,0.0,10092.0,44461.0,226.9854479206496,218.0,79.28746541913138,828.0,31806.0,26.03282399547256,37.0,79.6579261774508,12031.0,9.1,0.69,0.46,41.6889574809316,21.7,31.0,15.4,0,5.4,488.1,0,171.7,0,728110,27.2,0,10.685,8.941666666666666,0.452,0,0.0,0.455,0.0,7440.083333,6877.75,6986.666667,6910.833333,7048.833333,7211.0,7198.833333,7368.25,7443.25,7149.833333,6805.916667,6501.75,6303.583333,6173.25,6230.333333,5924.333333,5710.083333,5754.25,5522.166667,4810.5,4648.5,136019.99999799998
San Luis Obispo,65447.47,308.0,0.0,3512.0,10991.0,319.5341643162588,89.0,46.2014375398053,205.0,7845.0,26.131293817718284,9.0,46.69216061185469,2926.0,4.3,0.89,0.69,31.831225503906,11.8,6.0,,1,4.8,391.6,0,61.1,0,276534,6.9,0,16.240000000000002,4.775,0.4658,0,0.0,0.4518,0.0,1410.416667,1328.583333,1355.5,1339.833333,1367.333333,1395.916667,1354.916667,1456.583333,1456.0,1365.666667,1357.75,1304.5,1227.25,1167.166667,1181.5,1126.666667,1158.583333,1130.833333,1105.833333,921.1666667,899.4166667,26411.416666399997
San Mateo,209533.35,2378.0,0.0,14799.0,37173.0,398.1115325639576,260.0,68.53361310628681,1171.0,27690.0,42.28963524738175,39.0,70.27807872878296,7133.0,6.8,0.54,0.31,20.8467205160061,10.3,33.0,11.2,0,3.1,310.8,0,70.5,0,764711,12.7,0,7.2010000000000005,3.45,0.4859,0,0.0,0.484,0.0,3174.416667,3009.166667,2971.416667,3053.25,2987.166667,3017.083333,3091.0,3239.083333,3142.166667,2967.416667,2819.25,2782.666667,2814.833333,2725.333333,2725.5,2705.5,2641.833333,2654.583333,2654.083333,2184.916667,2068.666667,59429.33333400001
Santa Barbara,146329.56,702.0,0.0,6425.0,22120.0,290.46112115732376,149.0,73.26853526220611,446.0,16335.0,27.303336394245484,19.0,74.55157636975822,5221.0,9.4,0.74,0.44,37.512504008462,19.1,6.0,,1,4.6,515.4,0,75.6,0,444491,13.9,0,11.935,5.333333333333333,0.4811,0,0.0,0.4826,0.0,4350.416667,3875.25,3684.083333,3662.833333,3746.083333,3707.333333,3828.25,3924.583333,3812.166667,3620.333333,3470.583333,3211.666667,3014.333333,2923.333333,2895.0,2800.666667,2767.833333,2722.75,2520.25,2088.416667,2039.166667,68665.33333200001
Santa Clara,707896.94,3684.0,0.0,41281.0,100993.0,408.7511015614944,602.0,78.01035715346607,3808.0,73761.0,51.62619812638116,130.0,79.37392388931822,21276.0,9.0,0.59,0.47,22.6856010891097,10.6,67.0,11.1,0,3.3,352.9,0,93.0,0,1918777,11.8,0,7.470000000000001,4.191666666666666,0.4629,0,0.0,0.4639,0.0,8792.75,8303.583333,8289.833333,8233.25,8264.666667,8441.333333,8859.75,9211.583333,9112.666667,8753.916667,8300.0,8282.25,8308.833333,8274.916667,8175.583333,7851.0,7616.083333,7631.75,7495.833333,6308.25,6103.166667,170610.999999
Santa Cruz,156590.6,790.0,0.0,3544.0,12167.0,291.27969096737075,97.0,62.13528396482289,384.0,8907.0,43.11215897608624,23.0,62.72594588525877,3235.0,12.3,0.57,0.34,32.0439468678965,12.3,,,1,4.3,356.2,0,65.9,0,274563,18.6,0,15.165,7.533333333333332,0.4833,0,0.0,0.4784,0.0,1930.083333,1727.333333,1733.083333,1721.25,1718.0,1708.416667,1800.583333,1900.833333,1899.333333,1731.666667,1660.5,1654.833333,1568.333333,1529.583333,1436.833333,1413.25,1388.916667,1432.583333,1398.083333,1078.083333,1097.916667,33529.49999699999
Shasta,70095.63,1340.0,0.0,2719.0,8315.0,326.9993986770896,70.0,29.368610944076952,235.0,6102.0,38.51196329072436,12.0,29.40019665683383,2211.0,8.7,0.75,0.41,40.68553212971,21.7,6.0,,1,4.4,362.2,0,205.2,0,178365,6.7,0,22.655,7.824999999999999,0.4584,0,0.0,0.4634,0.0,1583.666667,1483.166667,1382.916667,1319.916667,1354.416667,1338.0,1321.0,1430.916667,1321.166667,1248.5,1166.333333,1136.25,1163.583333,1144.666667,1122.75,1067.833333,1152.75,1083.666667,1115.583333,1000.25,917.25,25854.583335
Sierra,507.09,,1.0,30.0,108.0,277.7777777777778,1.0,19.444444444444443,,92.0,,,27.17391304347826,23.0,0.0,0.0,0.17,30.625208960214,0.0,0.0,0.0,0,,95.3,1,95.3,1,3149,0.0,0,,8.799999999999999,0.4638,0,1.0,,,16.66666667,13.0,16.08333333,14.08333333,14.91666667,13.11111111,12.90909091,12.27272727,12.83333333,12.14285714,13.6,12.8,15.91666667,16.33333333,11.0,12.0,12.5,11.91666667,16.75,14.83333333,11.5,287.16911976
Siskiyou,1578.46,165.0,0.0,663.0,2004.0,330.83832335329345,22.0,34.7804391217565,56.0,1478.0,37.889039242219205,4.0,37.07713125845737,470.0,6.8,0.66,0.43,46.8796724403653,0.0,,,1,,211.3,0,18.0,1,44491,0.0,0,21.915,9.433333333333335,0.4663,0,1.0,0.4506,0.0,351.75,358.3333333,368.5833333,359.3333333,341.8333333,348.6666667,350.6666667,350.25,348.3333333,332.0,330.0833333,299.3333333,293.3333333,275.6666667,280.9166667,282.75,297.5833333,275.5,270.9166667,240.3333333,226.3333333,6582.4999998
Solano,272060.71,2642.0,0.0,4135.0,21735.0,190.246146767886,93.0,72.85024154589374,399.0,15978.0,24.97183627487797,15.0,73.31330579546876,4880.0,12.3,0.76,0.6,29.5545094104822,15.0,20.0,14.4,0,5.7,565.8,0,159.8,0,429272,16.5,0,11.11,6.166666666666667,0.425,0,0.0,0.4267,0.0,2735.75,2665.75,2612.5,2590.75,2649.666667,2673.5,2739.583333,2824.5,2707.0,2531.416667,2474.916667,2393.416667,2366.166667,2276.166667,2271.166667,2200.916667,2189.166667,2158.583333,2111.583333,1823.666667,1753.0,50749.166669
Sonoma,170796.0,1952.0,0.0,6139.0,23097.0,265.79209421136954,145.0,56.43590076633328,286.0,16540.0,17.29141475211609,17.0,57.79322853688028,5363.0,11.8,0.72,0.61,29.1992805004574,10.8,12.0,5.9,0,3.0,377.9,0,88.4,0,500919,15.4,0,11.989999999999998,4.508333333333334,0.4657,0,0.0,0.4584,0.0,2943.416667,2729.583333,2686.833333,2689.5,2866.75,2957.75,3037.833333,3010.166667,3014.25,2878.0,2819.916667,2722.666667,2640.333333,2565.916667,2479.166667,2402.666667,2406.416667,2297.916667,2266.0,1785.833333,1697.666667,54898.583334999996
Stanislaus,345628.18,2536.0,0.0,6347.0,32313.0,196.4224924952805,128.0,69.58809148020921,513.0,23638.0,21.702343683898803,30.0,69.78593789660718,8504.0,9.5,0.69,0.58,44.0032445990466,25.2,20.0,13.0,0,5.1,468.2,0,140.1,0,537608,20.6,0,10.35,9.55,0.4485,0,0.0,0.4493,0.0,5870.083333,5321.166667,5177.0,5197.083333,5299.833333,5285.083333,5448.0,5667.0,5561.916667,5316.0,5017.166667,4864.416667,4954.166667,4821.583333,4721.416667,4551.5,4506.0,4474.333333,4372.333333,4108.833333,3727.416667,104262.33333299999
Sutter,70620.3,469.0,0.0,1428.0,5895.0,242.23918575063607,33.0,63.935538592027136,119.0,4202.0,28.31984769157544,7.0,65.23084245597335,1873.0,10.0,0.71,0.59,43.5211357405479,20.7,6.0,,1,5.8,320.6,0,98.3,0,97617,3.1,1,15.02,10.758333333333333,0.4534,0,1.0,0.4488,0.0,984.6666667,910.0833333,925.9166667,927.25,957.3333333,986.5833333,966.75,970.5,1003.5,921.8333333,916.6666667,894.8333333,886.75,851.75,829.8333333,791.8333333,779.3333333,769.0,759.5833333,650.0,589.25,18273.249999800006
Tehama,6886.41,224.0,0.0,765.0,3539.0,216.16275784119804,25.0,44.22153150607515,74.0,2587.0,28.60456126787785,4.0,45.72864321608039,705.0,4.7,0.72,0.5,46.0405895764426,29.7,0.0,0.0,0,4.6,309.5,0,114.1,0,63977,1.6,1,17.32,7.949999999999999,0.4751,0,1.0,0.4513,0.0,720.4166667,634.4166667,640.0,652.25,646.8333333,652.6666667,669.6666667,682.0,653.25,651.75,595.75,580.9166667,538.25,527.6666667,501.6666667,500.5833333,516.0833333,460.8333333,466.0,416.5833333,402.75,12110.333333399998
Trinity,0.0,73.0,0.0,109.0,535.0,203.73831775700927,5.0,27.66355140186916,,335.0,,,25.671641791044767,145.0,15.2,0.48,0.1,44.0106544901065,0.0,0.0,0.0,0,,191.7,0,88.5,0,13562,0.0,0,43.87,7.858333333333334,0.4751,0,1.0,,1.0,90.83333333,99.58333333,108.1666667,76.58333333,82.41666667,84.83333333,79.91666667,83.75,95.25,85.5,83.16666667,84.25,89.0,85.83333333,74.25,70.41666667,78.75,79.0,82.16666667,81.08333333,59.41666667,1754.1666667000002
Tulare,53036.76,585.0,0.0,5719.0,33044.0,173.07226727999037,117.0,81.99975789855951,133.0,24589.0,5.408922689007281,5.0,82.99239497336207,7540.0,7.4,0.64,0.44,55.4200778029379,36.0,15.0,12.0,0,6.2,465.4,0,144.5,0,464337,11.0,0,10.71,11.7,0.4772,0,0.0,0.4682,0.0,6700.0,6180.333333,6361.25,6442.0,6463.5,6555.083333,6625.583333,6759.25,6702.916667,6367.333333,6280.583333,6026.583333,5941.416667,5678.5,5682.083333,5454.833333,5276.083333,5271.833333,5048.583333,4125.75,3986.666667,123930.166664
Tuolumne,2754.9,81.0,0.0,652.0,1956.0,333.33333333333326,18.0,25.76687116564417,37.0,1345.0,27.509293680297404,3.0,25.35315985130112,521.0,7.5,0.73,0.4,32.9414326148487,0.0,6.0,,1,8.7,188.9,0,62.4,0,54529,9.2,1,16.535,7.075,0.4612,0,1.0,,1.0,277.0,312.0833333,288.1666667,288.0833333,272.4166667,261.3333333,258.5833333,270.4166667,277.25,262.8333333,259.1666667,238.4166667,240.0833333,241.3333333,267.25,251.1666667,250.0,256.0,241.5,230.0833333,193.3333333,5436.4999999
Ventura,195961.16,1913.0,0.0,13616.0,45414.0,299.819438939534,217.0,68.9148720658828,1040.0,32452.0,32.0473314433625,35.0,70.5657586589424,10829.0,6.0,0.69,0.51,28.1986832211918,16.6,24.0,8.7,0,3.9,318.0,0,72.9,0,852199,6.2,0,10.855,5.675,0.4404,0,0.0,0.4478,0.0,5980.666667,5416.416667,5315.166667,5318.083333,5553.583333,5631.75,5816.416667,5911.5,5880.333333,5641.25,5341.75,5128.5,5017.666667,4844.0,4750.166667,4706.916667,4643.75,4565.416667,4389.0,3481.5,3400.833333,106734.66666799999
Yolo,45289.57,671.0,0.0,3411.0,10130.0,336.7226061204343,73.0,64.26456071076011,302.0,7372.0,40.96581660336408,19.0,65.50461204557784,2342.0,6.7,0.74,0.46,39.5880880604726,8.9,,,1,4.7,384.3,0,88.8,0,212850,15.5,0,10.4925,6.491666666666667,0.4815,0,0.0,0.4905,0.0,1357.583333,1326.916667,1290.083333,1200.916667,1207.583333,1266.833333,1302.833333,1298.25,1323.75,1268.166667,1174.0,1186.25,1149.333333,1114.75,1143.0,1065.583333,1080.916667,1011.0,1018.666667,926.9166667,947.75,24661.0833327
Yuba,7417.3,252.0,0.0,964.0,4949.0,194.78682562133764,20.0,55.02121640735504,43.0,3736.0,11.509635974304064,3.0,55.139186295503215,987.0,17.0,0.72,0.49,45.9651646998603,28.8,,,1,7.5,359.9,0,107.2,0,75579,0.0,0,17.06,9.358333333333334,0.4534,0,1.0,0.4269,0.0,816.9166667,715.1666667,699.5833333,708.5833333,730.0,696.25,737.0833333,751.0,729.9166667,705.75,690.1666667,641.9166667,656.8333333,619.6666667,597.4166667,591.5833333,602.4166667,595.4166667,556.3333333,503.9166667,482.0,13827.916666799998
